#chromosome	arm	band	iscn_start	iscn_stop	bp_start	bp_stop	stain	density
13	q	B1	107	120	52807850	59223756	gneg	
13	q	B2	120	125	59223757	61691413	gpos	33
13	q	B3	125	141	61691414	69587914	gneg	
13	q	C1	141	159	69587915	78471477	gpos	33
13	q	C2	159	164	78471478	80939134	gneg	
13	q	C3	164	192	80939135	94758011	gpos	100
13	q	D1	192	216	94758012	106602762	gneg	
13	q	D2.1	216	224	106602763	110551012	gpos	33
13	q	D2.2	224	236	110551013	116473388	gneg	
13	q	D2.3	236	244	116473389	120421639	gpos	33
14	p	ter	0	1	0	1	gneg	
14	q	A1	1	30	2	14988269	gpos	100
14	q	A2	30	39	14988270	19484750	gneg	
14	q	A3	39	60	19484751	29976538	gpos	33
14	q	B	60	87	29976539	43465980	gneg	
14	q	C1	87	104	43465981	51959333	gpos	100
14	q	C2	104	110	51959334	54956987	gneg	
14	q	C3	110	120	54956988	59953077	gpos	66
14	q	D1	120	138	59953078	68946038	gneg	
14	q	D2	138	146	68946039	72942910	gpos	33
14	q	D3	146	170	72942911	84933525	gneg	
14	q	E1	170	178	84933526	88930397	gpos	66
14	q	E2.1	178	198	88930398	98922577	gpos	100
14	q	E2.2	198	200	98922578	99921795	gneg	
14	q	E2.3	200	215	99921796	107415929	gpos	100
14	q	E3	215	222	107415930	110913192	gneg	
14	q	E4	222	242	110913193	120905372	gpos	100
14	q	E5	242	250	120905373	124902244	gneg	
15	p	ter	0	1	0	1	gneg	
15	q	A1	1	36	2	16500320	gpos	100
15	q	A2	36	53	16500321	24292137	gneg	
15	q	B1	53	65	24292138	29792244	gpos	33
15	q	B2	65	70	29792245	32083955	gneg	
15	q	B3.1	70	94	32083956	43084169	gpos	100
15	q	B3.2	94	98	43084170	44917538	gneg	
15	q	B3.3	98	109	44917539	49959302	gpos	66
15	q	C	109	117	49959303	53626040	gneg	
15	q	D1	117	145	53626041	66459622	gpos	100
15	q	D2	145	150	66459623	68751333	gneg	
15	q	D3	150	169	68751334	77459835	gpos	66
15	q	E1	169	183	77459836	83876627	gneg	
15	q	E2	183	190	83876628	87085022	gpos	33
15	q	E3	190	209	87085023	95793524	gneg	
15	q	F1	209	221	95793525	101293631	gpos	66
15	q	F2	221	223	101293632	102210316	gneg	
15	q	F3	223	227	102210317	104043685	gpos	33
16	p	ter	0	1	0	1	gneg	
16	q	A1	1	33	2	15432649	gpos	100
16	q	A2	33	35	15432650	16367961	gneg	
16	q	A3	35	44	16367962	20576865	gpos	33
16	q	B1	44	56	20576866	26188738	gneg	
16	q	B2	56	69	26188739	32268266	gpos	33
16	q	B3	69	82	32268267	38347795	gneg	
16	q	B4	82	96	38347796	44894979	gpos	33
16	q	B5	96	115	44894980	53780444	gneg	
16	q	C1.1	115	124	53780445	57989348	gpos	66
16	q	C1.2	124	126	57989349	58924660	gneg	
16	q	C1.3	126	143	58924661	66874813	gpos	66
16	q	C2	143	151	66874814	70616061	gneg	
16	q	C3.1	151	169	70616062	79033870	gpos	100
16	q	C3.2	169	170	79033871	79501526	gneg	
16	q	C3.3	170	196	79501527	91660583	gpos	100
16	q	C4	196	210	91660584	98207768	gneg	
17	p	ter	0	1	0	1	gneg	
17	q	A1	1	32	2	13943085	gpos	100
17	q	A2	32	37	13943086	16121692	gneg	
17	q	A3.1	37	40	16121693	17428857	gpos	33
17	q	A3.2	40	50	17428858	21786071	gneg	
17	q	A3.3	50	72	21786072	31371942	gpos	66
17	q	B1	72	92	31371943	40086371	gneg	
17	q	B2	92	95	40086372	41393535	gpos	33
17	q	B3	95	105	41393536	45750749	gneg	
17	q	C	105	128	45750750	55772342	gpos	66
17	q	D	128	138	55772343	60129556	gneg	
17	q	E1.1	138	156	60129557	67972542	gpos	100
17	q	E1.2	156	158	67972543	68843985	gneg	
17	q	E1.3	158	168	68843986	73201199	gpos	100
17	q	E2	168	180	73201200	78429856	gneg	
17	q	E3	180	190	78429857	82787071	gpos	33
17	q	E4	190	204	82787072	88887171	gneg	
17	q	E5	204	218	88887172	94987271	gpos	33
18	p	ter	0	1	0	1	gneg	
18	q	A1	1	46	2	19406146	gpos	100
18	q	A2	46	70	19406147	29531091	gneg	
18	q	B1	70	84	29531092	35437310	gpos	66
18	q	B2	84	88	35437311	37124801	gneg	
18	q	B3	88	108	37124802	45562255	gpos	100
18	q	C	108	118	45562256	49780983	gneg	
18	q	D1	118	128	49780984	53999710	gpos	100
18	q	D2	128	129	53999711	54421583	gneg	
18	q	D3	129	144	54421584	60749674	gpos	100
18	q	E1	144	161	60749675	67921511	gneg	
18	q	E2	161	178	67921512	75093347	gpos	33
18	q	E3	178	198	75093348	83530802	gneg	
18	q	E4	198	215	83530803	90702639	gpos	33
19	p	ter	0	1	0	1	gneg	
19	q	A	1	41	2	16680094	gpos	100
19	q	B	41	63	16680095	25630388	gneg	
19	q	C1	63	86	25630389	34987514	gpos	66
19	q	C2	86	94	34987515	38242166	gneg	
19	q	C3	94	117	38242167	47599292	gpos	66
19	q	D1	117	127	47599293	51667608	gneg	
19	q	D2	127	145	51667609	58990576	gpos	33
19	q	D3	145	151	58990577	61431566	gneg	
X	p	ter	0	1	0	1	gneg	
X	q	A1.1	1	32	2	15772338	gpos	100
X	q	A1.2	32	37	15772339	18236766	gneg	
X	q	A1.3	37	43	18236767	21194080	gpos	33
X	q	A2	43	57	21194081	28094478	gneg	
X	q	A3.1	57	68	28094479	33516219	gpos	66
X	q	A3.2	68	70	33516220	34501991	gneg	
X	q	A3.3	70	81	34501992	39923732	gpos	66
X	q	A4	81	97	39923733	47809902	gneg	
X	q	A5	97	114	47809903	56188957	gpos	66
X	q	A6	114	128	56188958	63089355	gneg	
X	q	A7.1	128	141	63089356	69496867	gpos	66
X	q	A7.2	141	144	69496868	70975524	gneg	
X	q	A7.3	144	157	70975525	77383037	gpos	66
X	q	B	157	167	77383038	82311893	gneg	
X	q	C1	167	185	82311894	91183833	gpos	100
X	q	C2	185	187	91183834	92169604	gneg	
X	q	C3	187	205	92169605	101041545	gpos	100
X	q	D	205	223	101041546	109913486	gneg	
X	q	E1	223	244	109913487	120264083	gpos	100
X	q	E2	244	246	120264084	121249854	gneg	
X	q	E3	246	274	121249855	135050651	gpos	100
X	q	F1	274	287	135050652	141458163	gneg	
X	q	F2	287	302	141458164	148851447	gpos	33
X	q	F3	302	317	148851448	156244731	gneg	
X	q	F4	317	332	156244732	163638015	gpos	33
X	q	F5	332	347	163638016	171031299	gneg	
Y	p	ter	0	1	0	1	gneg	
Y	q	A1	1	36	2	20642557	gpos	100
Y	q	A2	36	57	20642558	32684048	gpos	66
Y	q	B	57	79	32684049	45298944	gpos	33
Y	q	C1	79	95	45298945	54473414	gpos	100
Y	q	C2	95	108	54473415	61927671	gpos	33
Y	q	C3	108	126	61927672	72248949	gpos	100
Y	q	D	126	145	72248950	83143632	gpos	33
Y	q	E	145	160	83143633	91744698	gpos	66
