#chromosome	arm	band	iscn_start	iscn_stop	bp_start	bp_stop	stain	density
4	q	C6	203	220	97774816	105962854	gneg	
4	q	C7	220	231	105962855	111260996	gpos	66
4	q	D1	231	245	111260997	118004087	gneg	
4	q	D2.1	245	251	118004088	120893983	gpos	33
4	q	D2.2	251	273	120893984	131490269	gneg	
4	q	D2.3	273	279	131490270	134380165	gpos	33
4	q	D3	279	295	134380166	142086554	gneg	
4	q	E1	295	308	142086555	148347995	gpos	100
4	q	E2	308	326	148347996	157017684	gneg	
5	p	ter	0	1	0	1	gneg	
5	q	A1	1	31	2	14912528	gpos	100
5	q	A2	31	34	14912529	16355676	gneg	
5	q	A3	34	53	16355677	25495613	gpos	66
5	q	B1	53	70	25495614	33673451	gneg	
5	q	B2	70	74	33673452	35597648	gpos	33
5	q	B3	74	105	35597649	50510176	gneg	
5	q	C1	105	122	50510177	58688015	gpos	33
5	q	C2	122	127	58688016	61093261	gneg	
5	q	C3.1	127	149	61093262	71676346	gpos	100
5	q	C3.2	149	153	71676347	73600543	gneg	
5	q	C3.3	153	162	73600544	77929987	gpos	66
5	q	D	162	170	77929988	81778381	gneg	
5	q	E1	170	190	81778382	91399367	gpos	100
5	q	E2	190	195	91399368	93804614	gneg	
5	q	E3	195	207	93804615	99577205	gpos	33
5	q	E4	207	212	99577206	101982452	gneg	
5	q	E5	212	224	101982453	107755044	gpos	33
5	q	F	224	260	107755045	125072818	gneg	
5	q	G1.1	260	264	125072819	126997016	gpos	33
5	q	G1.2	264	266	126997017	127959114	gneg	
5	q	G1.3	266	272	127959115	130845410	gpos	33
5	q	G2	272	304	130845411	146238988	gneg	
5	q	G3	304	316	146238989	152011580	gpos	33
6	p	ter	0	1	0	1	gneg	
6	q	A1	1	34	2	16633452	gpos	100
6	q	A2	34	44	16633453	21525644	gneg	
6	q	A3.1	44	56	21525645	27396275	gpos	100
6	q	A3.2	56	58	27396276	28374713	gneg	
6	q	A3.3	58	70	28374714	34245343	gpos	100
6	q	B1	70	85	34245344	41583631	gneg	
6	q	B2.1	85	91	41583632	44518947	gpos	66
6	q	B2.2	91	94	44518948	45986604	gneg	
6	q	B2.3	94	104	45986605	50878796	gpos	66
6	q	B3	104	128	50878797	62620057	gneg	
6	q	C1	128	152	62620058	74361318	gpos	100
6	q	C2	152	157	74361319	76807414	gneg	
6	q	C3	157	176	76807415	86102579	gpos	66
6	q	D1	176	193	86102580	94419305	gneg	
6	q	D2	193	196	94419306	95886963	gpos	33
6	q	D3	196	211	95886964	103225251	gneg	
6	q	E1	211	222	103225252	108606662	gpos	100
6	q	E2	222	224	108606663	109585100	gneg	
6	q	E3	224	239	109585101	116923388	gpos	100
6	q	F1	239	251	116923389	122794019	gneg	
6	q	F2	251	256	122794020	125240115	gpos	33
6	q	F3	256	270	125240116	132089183	gneg	
6	q	G1	270	285	132089184	139427471	gpos	66
6	q	G2	285	292	139427472	142852006	gneg	
6	q	G3	292	306	142852007	149701075	gpos	33
7	p	ter	0	1	0	1	gneg	
7	q	A1	1	30	2	15205471	gpos	100
7	q	A2	30	36	15205472	18246565	gneg	
7	q	A3	36	56	18246566	28383546	gpos	33
7	q	B1	56	68	28383547	34465735	gneg	
7	q	B2	68	74	34465736	37506829	gpos	33
7	q	B3	74	94	37506830	47643810	gneg	
7	q	B4	94	107	47643811	54232848	gpos	33
7	q	B5	107	120	54232849	60821886	gneg	
7	q	C	120	141	60821887	71465716	gpos	100
7	q	D1	141	152	71465717	77041055	gneg	
7	q	D2	152	159	77041056	80588999	gpos	66
7	q	D3	159	178	80589000	90219131	gneg	
7	q	E1	178	197	90219132	99849263	gpos	100
7	q	E2	197	202	99849264	102383508	gneg	
7	q	E3	202	220	102383509	111506791	gpos	33
7	q	F1	220	234	111506792	118602678	gneg	
7	q	F2	234	243	118602679	123164319	gpos	33
7	q	F3	243	271	123164320	137356093	gneg	
7	q	F4	271	278	137356094	140904036	gpos	33
7	q	F5	278	287	140904037	145465678	gneg	
8	p	ter	0	1	0	1	gneg	
8	q	A1.1	1	34	2	15857316	gpos	100
8	q	A1.2	34	36	15857317	16790099	gneg	
8	q	A1.3	36	43	16790100	20054841	gpos	33
8	q	A2	43	63	20054842	29382674	gneg	
8	q	A3	63	72	29382675	33580199	gpos	33
8	q	A4	72	94	33580200	43840815	gneg	
8	q	B1.1	94	103	43840816	48038340	gpos	66
8	q	B1.2	103	107	48038341	49903907	gneg	
8	q	B1.3	107	119	49903908	55500607	gpos	66
8	q	B2	119	127	55500608	59231740	gneg	
8	q	B3.1	127	143	59231741	66694006	gpos	100
8	q	B3.2	143	145	66694007	67626790	gneg	
8	q	B3.3	145	159	67626791	74156273	gpos	100
8	q	C1	159	171	74156274	79752973	gneg	
8	q	C2	171	181	79752974	84416889	gpos	33
8	q	C3	181	192	84416890	89547197	gneg	
8	q	C4	192	195	89547198	90946372	gpos	33
8	q	C5	195	204	90946373	95143897	gneg	
8	q	D1	204	220	95143898	102606164	gpos	100
8	q	D2	220	222	102606165	103538947	gneg	
8	q	D3	222	236	103538948	110068430	gpos	33
8	q	E1	236	264	110068431	123127397	gneg	
8	q	E2	264	276	123127398	128724097	gpos	33
9	p	ter	0	1	0	1	gneg	
9	q	A1	1	31	2	14369044	gpos	100
9	q	A2	31	42	14369045	19467737	gneg	
9	q	A3	42	52	19467738	24102912	gpos	33
9	q	A4	52	82	24102913	38008439	gneg	
9	q	A5.1	82	95	38008440	44034167	gpos	66
9	q	A5.2	95	100	44034168	46351755	gneg	
9	q	A5.3	100	118	46351756	54695071	gpos	66
9	q	B	118	136	54695072	63038387	gneg	
9	q	C	136	150	63038388	69527632	gpos	33
9	q	D	150	167	69527633	77407431	gneg	
9	q	E1	167	178	77407432	82506124	gpos	33
9	q	E2	178	182	82506125	84360194	gneg	
9	q	E3.1	182	196	84360195	90849440	gpos	100
9	q	E3.2	196	197	90849441	91312957	gneg	
9	q	E3.3	197	217	91312958	100583308	gpos	100
9	q	E4	217	219	100583309	101510343	gpos	66
9	q	F1	219	233	101510344	107999589	gneg	
9	q	F2	233	239	107999590	110780694	gpos	33
9	q	F3	239	258	110780695	119587528	gneg	
9	q	F4	258	268	119587529	124222704	gpos	33
10	p	ter	0	1	0	1	gneg	
10	q	A1	1	26	2	12811174	gpos	100
10	q	A2	26	36	12811175	17738548	gneg	
10	q	A3	36	48	17738549	23651398	gpos	33
10	q	A4	48	68	23651399	33506148	gneg	
10	q	B1	68	84	33506149	41389947	gpos	100
10	q	B2	84	98	41389948	48288272	gneg	
10	q	B3	98	114	48288273	56172071	gpos	100
10	q	B4	114	130	56172072	64055871	gneg	
10	q	B5.1	130	138	64055872	67997771	gpos	100
10	q	B5.2	138	139	67997772	68490508	gneg	
10	q	B5.3	139	152	68490509	74896095	gpos	100
10	q	C1	152	181	74896096	89185482	gneg	
10	q	C2	181	195	89185483	96083806	gpos	33
10	q	C3	195	201	96083807	99040231	gneg	
10	q	D1	201	227	99040232	111851406	gpos	100
10	q	D2	227	253	111851407	124662580	gneg	
10	q	D3	253	265	124662581	130575430	gpos	33
11	p	ter	0	1	0	1	gneg	
11	q	A1	1	28	2	13036484	gpos	100
11	q	A2	28	37	13036485	17226782	gneg	
11	q	A3.1	37	47	17226783	21882669	gpos	100
11	q	A3.2	47	55	21882670	25607379	gneg	
11	q	A3.3	55	65	25607380	30263266	gpos	100
11	q	A4	65	78	30263267	36315919	gneg	
11	q	A5	78	93	36315920	43299750	gpos	100
11	q	B1.1	93	103	43299751	47955637	gneg	
11	q	B1.2	103	107	47955638	49817992	gpos	33
11	q	B1.3	107	129	49817993	60060944	gneg	
11	q	B2	129	135	60060945	62854476	gpos	33
11	q	B3	135	152	62854477	70769485	gneg	
11	q	B4	152	159	70769486	74028606	gpos	33
11	q	B5	159	176	74028607	81943614	gneg	
11	q	C	176	194	81943615	90324211	gpos	100
11	q	D	194	220	90324212	102429517	gneg	
11	q	E1	220	237	102429518	110344526	gpos	66
11	q	E2	237	262	110344527	121984244	gneg	
12	p	ter	0	1	0	1	gneg	
12	q	A1.1	1	40	2	17621383	gpos	100
12	q	A1.2	40	48	17621384	21145659	gneg	
12	q	A1.3	48	59	21145660	25991540	gpos	66
12	q	A2	59	72	25991541	31718489	gneg	
12	q	A3	72	89	31718490	39207577	gpos	33
12	q	B1	89	100	39207578	44053458	gneg	
12	q	B2	100	102	44053459	44934527	gpos	33
12	q	B3	102	118	44934528	51983080	gneg	
12	q	C1	118	150	51983081	66080187	gpos	100
12	q	C2	150	162	66080188	71366602	gneg	
12	q	C3	162	184	71366603	81058363	gpos	100
12	q	D1	184	194	81058364	85463708	gneg	
12	q	D2	194	201	85463709	88547451	gpos	33
12	q	D3	201	217	88547452	95596004	gneg	
12	q	E	217	241	95596005	106168834	gpos	100
12	q	F1	241	260	106168835	114538991	gneg	
12	q	F2	260	273	114538992	120265941	gpos	66
13	p	ter	0	1	0	1	gneg	
13	q	A1	1	33	2	16399318	gpos	100
13	q	A2	33	43	16399319	21368808	gneg	
13	q	A3.1	43	60	21368809	29816941	gpos	66
13	q	A3.2	60	67	29816942	33295585	gneg	
13	q	A3.3	67	84	33295586	41743718	gpos	33
13	q	A4	84	90	41743719	44725412	gneg	
13	q	A5	90	107	44725413	53173546	gpos	33
13	q	B1	107	120	53173547	59633883	gneg	
13	q	B2	120	125	59633884	62118629	gpos	33
13	q	B3	125	141	62118630	70069813	gneg	
13	q	C1	141	159	70069814	79014896	gpos	33
13	q	C2	159	164	79014897	81499641	gneg	
13	q	C3	164	192	81499642	95414214	gpos	100
13	q	D1	192	216	95414215	107340991	gneg	
13	q	D2.1	216	224	107340992	111316583	gpos	33
13	q	D2.2	224	236	111316584	117279971	gneg	
13	q	D2.3	236	244	117279972	121255564	gpos	33
14	p	ter	0	1	0	1	gneg	
14	q	A1	1	30	2	15007314	gpos	100
14	q	A2	30	39	15007315	19509509	gneg	
14	q	A3	39	60	19509510	30014629	gpos	33
14	q	B	60	87	30014630	43521212	gneg	
14	q	C1	87	104	43521213	52025357	gpos	100
14	q	C2	104	110	52025358	55026820	gneg	
14	q	C3	110	120	55026821	60029258	gpos	66
14	q	D1	120	138	60029259	69033647	gneg	
14	q	D2	138	146	69033648	73035598	gpos	33
14	q	D3	146	170	73035599	85041450	gneg	
14	q	E1	170	178	85041451	89043400	gpos	66
14	q	E2.1	178	198	89043401	99048277	gpos	100
14	q	E2.2	198	200	99048278	100048764	gneg	
14	q	E2.3	200	215	100048765	107552422	gpos	100
14	q	E3	215	222	107552423	111054128	gneg	
14	q	E4	222	242	111054129	121059005	gpos	100
14	q	E5	242	250	121059006	125060956	gneg	
15	p	ter	0	1	0	1	gneg	
15	q	A1	1	36	2	16488740	gpos	100
15	q	A2	36	53	16488741	24275090	gneg	
15	q	B1	53	65	24275091	29771337	gpos	33
15	q	B2	65	70	29771338	32061440	gneg	
15	q	B3.1	70	94	32061441	43053933	gpos	100
15	q	B3.2	94	98	43053934	44886016	gneg	
15	q	B3.3	98	109	44886017	49924242	gpos	66
15	q	C	109	117	49924243	53588407	gneg	
15	q	D1	117	145	53588408	66412983	gpos	100
15	q	D2	145	150	66412984	68703085	gneg	
15	q	D3	150	169	68703086	77405476	gpos	66
15	q	E1	169	183	77405477	83817764	gneg	
15	q	E2	183	190	83817765	87023908	gpos	33
15	q	E3	190	209	87023909	95726299	gneg	
15	q	F1	209	221	95726300	101222546	gpos	66
15	q	F2	221	223	101222547	102138587	gneg	
15	q	F3	223	227	102138588	103970670	gpos	33
16	p	ter	0	1	0	1	gneg	
16	q	A1	1	33	2	15429936	gpos	100
16	q	A2	33	35	15429937	16365084	gneg	
16	q	A3	35	44	16365085	20573248	gpos	33
16	q	B1	44	56	20573249	26184134	gneg	
16	q	B2	56	69	26184135	32262594	gpos	33
16	q	B3	69	82	32262595	38341054	gneg	
16	q	B4	82	96	38341055	44887088	gpos	33
16	q	B5	96	115	44887089	53770991	gneg	
16	q	C1.1	115	124	53770992	57979155	gpos	66
16	q	C1.2	124	126	57979156	58914303	gneg	
16	q	C1.3	126	143	58914304	66863058	gpos	66
16	q	C2	143	151	66863059	70603649	gneg	
16	q	C3.1	151	169	70603650	79019978	gpos	100
16	q	C3.2	169	170	79019979	79487552	gneg	
16	q	C3.3	170	196	79487553	91644472	gpos	100
16	q	C4	196	210	91644473	98190506	gneg	
17	p	ter	0	1	0	1	gneg	
17	q	A1	1	32	2	13936569	gpos	100
17	q	A2	32	37	13936570	16114158	gneg	
17	q	A3.1	37	40	16114159	17420712	gpos	33
17	q	A3.2	40	50	17420713	21775890	gneg	
17	q	A3.3	50	72	21775891	31357282	gpos	66
17	q	B1	72	92	31357283	40067638	gneg	
17	q	B2	92	95	40067639	41374191	gpos	33
17	q	B3	95	105	41374192	45729369	gneg	
17	q	C	105	128	45729370	55746279	gpos	66
17	q	D	128	138	55746280	60101457	gneg	
17	q	E1.1	138	156	60101458	67940777	gpos	100
17	q	E1.2	156	158	67940778	68811813	gneg	
17	q	E1.3	158	168	68811814	73166991	gpos	100
17	q	E2	168	180	73166992	78393205	gneg	
17	q	E3	180	190	78393206	82748383	gpos	33
17	q	E4	190	204	82748384	88845632	gneg	
17	q	E5	204	218	88845633	94942882	gpos	33
18	p	ter	0	1	0	1	gneg	
18	q	A1	1	46	2	19415612	gpos	100
18	q	A2	46	70	19415613	29545497	gneg	
18	q	B1	70	84	29545498	35454596	gpos	66
18	q	B2	84	88	35454597	37142910	gneg	
18	q	B3	88	108	37142911	45584481	gpos	100
18	q	C	108	118	45584482	49805266	gneg	
18	q	D1	118	128	49805267	54026051	gpos	100
18	q	D2	128	129	54026052	54448130	gneg	
18	q	D3	129	144	54448131	60779308	gpos	100
18	q	E1	144	161	60779309	67954643	gneg	
18	q	E2	161	178	67954644	75129978	gpos	33
18	q	E3	178	198	75129979	83571548	gneg	
18	q	E4	198	215	83571549	90746884	gpos	33
19	p	ter	0	1	0	1	gneg	
19	q	A	1	41	2	16703767	gpos	100
19	q	B	41	63	16703768	25666764	gneg	
19	q	C1	63	86	25666765	35037170	gpos	66
19	q	C2	86	94	35037171	38296442	gneg	
19	q	C3	94	117	38296443	47666848	gpos	66
19	q	D1	117	127	47666849	51740937	gneg	
19	q	D2	127	145	51740938	59074299	gpos	33
19	q	D3	145	151	59074300	61518753	gneg	
X	p	ter	0	1	0	1	gneg	
X	q	A1.1	1	32	2	15671721	gpos	100
X	q	A1.2	32	37	15671722	18120427	gneg	
X	q	A1.3	37	43	18120428	21058875	gpos	33
X	q	A2	43	57	21058876	27915253	gneg	
X	q	A3.1	57	68	27915254	33302407	gpos	66
X	q	A3.2	68	70	33302408	34281889	gneg	
X	q	A3.3	70	81	34281890	39669043	gpos	66
X	q	A4	81	97	39669044	47504904	gneg	
X	q	A5	97	114	47504905	55830506	gpos	66
X	q	A6	114	128	55830507	62686884	gneg	
X	q	A7.1	128	141	62686885	69053520	gpos	66
X	q	A7.2	141	144	69053521	70522744	gneg	
X	q	A7.3	144	157	70522745	76889381	gpos	66
X	q	B	157	167	76889382	81786794	gneg	
X	q	C1	167	185	81786795	90602137	gpos	100
X	q	C2	185	187	90602138	91581619	gneg	
X	q	C3	187	205	91581620	100396962	gpos	100
X	q	D	205	223	100396963	109212305	gneg	
X	q	E1	223	244	109212306	119496872	gpos	100
X	q	E2	244	246	119496873	120476355	gneg	
X	q	E3	246	274	120476356	134189111	gpos	100
X	q	F1	274	287	134189112	140555748	gneg	
X	q	F2	287	302	140555749	147901867	gpos	33
X	q	F3	302	317	147901868	155247986	gneg	
X	q	F4	317	332	155247987	162594105	gpos	33
X	q	F5	332	347	162594106	169940225	gneg	
Y	p	ter	0	1	0	1	gneg	
Y	q	A1	1	36	2	936422	gpos	100
Y	q	A2	36	57	936423	1482669	gpos	66
Y	q	B	57	79	1482670	2054927	gpos	33
Y	q	C1	79	95	2054928	2471115	gpos	100
Y	q	C2	95	108	2471116	2809268	gpos	33
Y	q	C3	108	126	2809269	3277479	gpos	100
Y	q	D	126	145	3277480	3771702	gpos	33
Y	q	E	145	160	3771703	4161879	gpos	66
