#chromosome	arm	band	iscn_start	iscn_stop	bp_start	bp_stop	stain	density
3	q	25.2	9334	9443	152100001	155000000	gpos	50
3	q	25.3	9443	9639	155000001	160700000	gneg	
3	q	26.1	9639	10147	160700001	167600000	gpos	100
3	q	26.2	10147	10269	167600001	170900000	gneg	
3	q	26.3	10269	10702	170900001	182700000	gpos	100
3	q	27	10702	11022	182700001	187900000	gneg	
3	q	28	11022	11352	187900001	192300000	gpos	75
3	q	29	11352	11700	192300001	198022430	gneg	
4	p	16	0	843	1	11300000	gneg	
4	p	15.3	843	1330	11300001	21300000	gpos	100
4	p	15.2	1330	1449	21300001	27700000	gneg	
4	p	15.1	1449	1857	27700001	35800000	gpos	100
4	p	14	1857	2292	35800001	41200000	gneg	
4	p	13	2292	2647	41200001	44600000	gpos	50
4	p	12	2647	2950	44600001	48200000	gneg	
4	p	11	2950	3095	48200001	50400000	acen	
4	q	11	3095	3211	50400001	52700000	acen	
4	q	12	3211	3649	52700001	59500000	gneg	
4	q	13.1	3649	3993	59500001	66600000	gpos	100
4	q	13.2	3993	4147	66600001	70500000	gneg	
4	q	13.3	4147	4422	70500001	76300000	gpos	75
4	q	21.1	4422	4577	76300001	78900000	gneg	
4	q	21.2	4577	4920	78900001	86900000	gpos	100
4	q	21.3	4920	5169	86900001	88000000	gneg	
4	q	22	5169	5735	88000001	98800000	gpos	100
4	q	23	5735	5838	98800001	101100000	gneg	
4	q	24	5838	6353	101100001	107700000	gpos	50
4	q	25	6353	6560	107700001	114100000	gneg	
4	q	26	6560	7294	114100001	120800000	gpos	75
4	q	27	7294	7577	120800001	123800000	gneg	
4	q	28	7577	8440	123800001	139500000	gpos	100
4	q	31.1	8440	8813	139500001	141500000	gneg	
4	q	31.2	8813	9071	141500001	151100000	gpos	100
4	q	31.3	9071	9431	151100001	155600000	gneg	
4	q	32	9431	10050	155600001	170100000	gpos	100
4	q	33	10050	10281	170100001	171900000	gneg	
4	q	34	10281	10732	171900001	183200000	gpos	100
4	q	35	10732	11170	183200001	191154276	gneg	
5	p	15.3	0	574	1	9800000	gneg	
5	p	15.2	574	815	9800001	15000000	gpos	50
5	p	15.1	815	1028	15000001	18400000	gneg	
5	p	14	1028	1897	18400001	28900000	gpos	100
5	p	13.3	1897	2123	28900001	33800000	gneg	
5	p	13.2	2123	2301	33800001	38400000	gpos	25
5	p	13.1	2301	2444	38400001	42500000	gneg	
5	p	12	2444	2712	42500001	46100000	gpos	50
5	p	11	2712	2845	46100001	48400000	acen	
5	q	11.1	2845	2990	48400001	50700000	acen	
5	q	11.2	2990	3518	50700001	58900000	gneg	
5	q	12	3518	3966	58900001	66700000	gpos	100
5	q	13.1	3966	4249	66700001	68400000	gneg	
5	q	13.2	4249	4462	68400001	73300000	gpos	50
5	q	13.3	4462	4691	73300001	76900000	gneg	
5	q	14	4691	5496	76900001	92300000	gpos	100
5	q	15	5496	5747	92300001	98200000	gneg	
5	q	21	5747	6577	98200001	109600000	gpos	100
5	q	22	6577	6802	109600001	115200000	gneg	
5	q	23.1	6802	7130	115200001	121400000	gpos	75
5	q	23.2	7130	7513	121400001	127300000	gneg	
5	q	23.3	7513	7751	127300001	130600000	gpos	75
5	q	31.1	7751	8146	130600001	136200000	gneg	
5	q	31.2	8146	8381	136200001	139500000	gpos	25
5	q	31.3	8381	8740	139500001	144500000	gneg	
5	q	32	8740	9189	144500001	149800000	gpos	75
5	q	33.1	9189	9331	149800001	152700000	gneg	
5	q	33.2	9331	9432	152700001	155700000	gpos	50
5	q	33.3	9432	9558	155700001	159900000	gneg	
5	q	34	9558	10138	159900001	168500000	gpos	100
5	q	35.1	10138	10271	168500001	172800000	gneg	
5	q	35.2	10271	10388	172800001	176600000	gpos	25
5	q	35.3	10388	10600	176600001	180915260	gneg	
6	p	25	0	405	1	7100000	gneg	
6	p	24	405	643	7100001	13400000	gpos	100
6	p	23	643	1047	13400001	15200000	gneg	
6	p	22.3	1047	1381	15200001	25200000	gpos	75
6	p	22.2	1381	1541	25200001	27000000	gneg	
6	p	22.1	1541	1773	27000001	30400000	gpos	50
6	p	21.3	1773	2428	30400001	36600000	gneg	
6	p	21.2	2428	2571	36600001	40500000	gpos	25
6	p	21.1	2571	2999	40500001	46200000	gneg	
6	p	12	2999	3618	46200001	57000000	gpos	100
6	p	11.2	3618	3714	57000001	58700000	gneg	
6	p	11.1	3714	3856	58700001	61000000	acen	
6	q	11	3856	3999	61000001	63400000	acen	
6	q	12	3999	4439	63400001	70000000	gpos	100
6	q	13	4439	4701	70000001	75900000	gneg	
6	q	14	4701	5129	75900001	88000000	gpos	100
6	q	15	5129	5402	88000001	93100000	gneg	
6	q	16.1	5402	5742	93100001	99500000	gpos	100
6	q	16.2	5742	5807	99500001	100600000	gneg	
6	q	16.3	5807	6068	100600001	105500000	gpos	100
6	q	21	6068	6746	105500001	114600000	gneg	
6	q	22.1	6746	6955	114600001	118300000	gpos	75
6	q	22.2	6955	7067	118300001	118500000	gneg	
6	q	22.3	7067	7793	118500001	130300000	gpos	100
6	q	23.1	7793	7962	130300001	131200000	gneg	
6	q	23.2	7962	8096	131200001	135200000	gpos	50
6	q	23.3	8096	8221	135200001	139000000	gneg	
6	q	24	8221	8851	139000001	149000000	gpos	100
6	q	25.1	8851	8996	149000001	152500000	gneg	
6	q	25.2	8996	9119	152500001	155500000	gpos	50
6	q	25.3	9119	9386	155500001	161000000	gneg	
6	q	26	9386	9696	161000001	164500000	gpos	50
6	q	27	9696	10100	164500001	171115067	gneg	
7	p	22	0	470	1	7300000	gneg	
7	p	21	470	1300	7300001	20900000	gpos	100
7	p	15.3	1300	1555	20900001	25500000	gneg	
7	p	15.2	1555	1700	25500001	28000000	gpos	50
7	p	15.1	1700	1894	28000001	28800000	gneg	
7	p	14	1894	2339	28800001	43300000	gpos	100
7	p	13	2339	2698	43300001	45400000	gneg	
7	p	12	2698	3069	45400001	54000000	gpos	100
7	p	11.2	3069	3267	54000001	58000000	gneg	
7	p	11.1	3267	3391	58000001	59900000	acen	
7	q	11.1	3391	3513	59900001	61700000	acen	
7	q	11.21	3742	4012	61700001	67000000	gneg	
7	q	11.22	4012	4200	67000001	72200000	gpos	50
7	q	11.23	4200	4605	72200001	77500000	gneg	
7	q	21.1	4605	5263	77500001	91100000	gpos	100
7	q	21.2	5263	5371	91100001	92800000	gneg	
7	q	21.3	5371	5612	92800001	98000000	gpos	75
7	q	22	5612	6292	98000001	107400000	gneg	
7	q	31.1	6292	6584	107400001	114600000	gpos	75
7	q	31.2	6584	6836	114600001	117400000	gneg	
7	q	31.3	6836	7517	117400001	127100000	gpos	100
7	q	32	7517	7966	127100001	132600000	gneg	
7	q	33	7966	8221	132600001	138200000	gpos	50
7	q	34	8221	8440	138200001	143100000	gneg	
7	q	35	8440	8719	143100001	147900000	gpos	75
7	q	36	8719	9350	147900001	159138663	gneg	
8	p	23.3	0	102	1	2200000	gneg	
8	p	23.2	102	293	2200001	6200000	gpos	75
8	p	23.1	293	610	6200001	12700000	gneg	
8	p	22	610	1138	12700001	19000000	gpos	100
8	p	21.3	1138	1288	19000001	23300000	gneg	
8	p	21.2	1288	1449	23300001	27400000	gpos	50
8	p	21.1	1449	1656	27400001	28800000	gneg	
8	p	12	1656	2266	28800001	36500000	gpos	75
8	p	11.2	2266	2611	36500001	43100000	gneg	
8	p	11.1	2611	2743	43100001	45600000	acen	
8	q	11.1	2743	2891	45600001	48100000	acen	
8	q	11.21	2946	3001	48100001	52200000	gneg	
8	q	11.22	3001	3070	52200001	52600000	gpos	75
8	q	11.23	3070	3148	52600001	55500000	gneg	
8	q	12	3148	3641	55500001	66000000	gpos	100
8	q	13	3641	4145	66000001	73900000	gneg	
8	q	21.1	4145	4756	73900001	84600000	gpos	100
8	q	21.2	4756	4885	84600001	86900000	gneg	
8	q	21.3	4885	5506	86900001	93300000	gpos	100
8	q	22.1	5506	5856	93300001	99000000	gneg	
8	q	22.2	5856	5996	99000001	101600000	gpos	25
8	q	22.3	5996	6276	101600001	106200000	gneg	
8	q	23	6276	7026	106200001	117700000	gpos	100
8	q	24.1	7026	7628	117700001	127300000	gneg	
8	q	24.2	7628	7885	127300001	139900000	gpos	100
8	q	24.3	7885	8250	139900001	146364022	gneg	
9	p	24	0	355	1	9000000	gneg	
9	p	23	355	841	9000001	14200000	gpos	75
9	p	22	841	942	14200001	19900000	gneg	
9	p	21	942	1661	19900001	33200000	gpos	100
9	p	13	1661	2148	33200001	41000000	gneg	
9	p	12	2148	2522	41000001	43600000	gpos	50
9	p	11	2522	2634	43600001	49000000	acen	
9	q	11	2634	2773	49000001	50700000	acen	
9	q	12	2773	3695	50700001	65900000	gvar	
9	q	13	3695	3864	65900001	68700000	gneg	
9	q	21.1	3864	4232	68700001	79200000	gpos	100
9	q	21.2	4232	4370	79200001	81100000	gneg	
9	q	21.3	4370	4865	81100001	90400000	gpos	100
9	q	22.1	4865	5160	90400001	91800000	gneg	
9	q	22.2	5160	5283	91800001	93900000	gpos	25
9	q	22.3	5283	5857	93900001	102600000	gneg	
9	q	31	5857	6373	102600001	114900000	gpos	100
9	q	32	6373	6571	114900001	117700000	gneg	
9	q	33	6571	6958	117700001	130300000	gpos	100
9	q	34.1	6958	7448	130300001	135900000	gneg	
9	q	34.2	7448	7559	135900001	137400000	gpos	25
9	q	34.3	7559	7950	137400001	141213431	gneg	
10	p	15	0	456	1	6600000	gneg	
10	p	14	456	841	6600001	12200000	gpos	75
10	p	13	841	1261	12200001	17300000	gneg	
10	p	12.3	1261	1658	17300001	22600000	gpos	100
10	p	12.2	1658	1711	22600001	24600000	gneg	
10	p	12.1	1711	1923	24600001	29600000	gpos	50
10	p	11.2	1923	2477	29600001	38000000	gneg	
10	p	11.1	2477	2620	38000001	40200000	acen	
10	q	11.1	2620	2762	40200001	42300000	acen	
10	q	11.2	2762	3222	42300001	52900000	gneg	
10	q	21.1	3222	3832	52900001	61200000	gpos	100
10	q	21.2	3832	3985	61200001	64500000	gneg	
10	q	21.3	3985	4442	64500001	70600000	gpos	100
10	q	22.1	4442	4845	70600001	74900000	gneg	
10	q	22.2	4845	5047	74900001	77700000	gpos	50
10	q	22.3	5047	5388	77700001	82000000	gneg	
10	q	23.1	5388	5566	82000001	87900000	gpos	100
10	q	23.2	5566	5667	87900001	89500000	gneg	
10	q	23.3	5667	6096	89500001	97000000	gpos	100
10	q	24.1	6096	6193	97000001	99300000	gneg	
10	q	24.2	6193	6371	99300001	101900000	gpos	50
10	q	24.3	6371	6644	101900001	105800000	gneg	
10	q	25.1	6644	7017	105800001	111900000	gpos	100
10	q	25.2	7017	7174	111900001	114900000	gneg	
10	q	25.3	7174	7351	114900001	119100000	gpos	75
10	q	26.1	7351	7722	119100001	127500000	gneg	
10	q	26.2	7722	7852	127500001	130600000	gpos	50
10	q	26.3	7852	8050	130600001	135534747	gneg	
11	p	15.5	0	212	1	2800000	gneg	
11	p	15.4	212	425	2800001	10700000	gpos	50
11	p	15.3	425	687	10700001	12700000	gneg	
11	p	15.2	687	862	12700001	16200000	gpos	50
11	p	15.1	862	1149	16200001	21700000	gneg	
11	p	14	1149	1957	21700001	31000000	gpos	100
11	p	13	1957	2262	31000001	36400000	gneg	
11	p	12	2262	2639	36400001	43500000	gpos	100
11	p	11.2	2639	3186	43500001	48800000	gneg	
11	p	11.12	3257	3309	48800001	51600000	gpos	75
11	p	11.11	3309	3348	51600001	53700000	acen	
11	q	11	3348	3478	53700000	55700000	acen	
11	q	12	3478	3999	55700001	63400000	gpos	100
11	q	13.1	3999	4248	63400001	65900000	gneg	
11	q	13.2	4248	4353	65900001	68400000	gpos	25
11	q	13.3	4353	4584	68400001	70400000	gneg	
11	q	13.4	4584	4708	70400001	75200000	gpos	50
11	q	13.5	4708	4842	75200001	77100000	gneg	
11	q	14.1	4842	5186	77100001	85600000	gpos	100
11	q	14.2	5186	5324	85600001	88300000	gneg	
11	q	14.3	5324	5599	88300001	92800000	gpos	100
11	q	21	5599	5703	92800001	97200000	gneg	
11	q	22.1	5703	5967	97200001	102100000	gpos	100
11	q	22.2	5967	6114	102100001	102900000	gneg	
11	q	22.3	6114	6363	102900001	110400000	gpos	100
11	q	23.1	6363	6585	110400001	112500000	gneg	
11	q	23.2	6585	6793	112500001	114500000	gpos	50
11	q	23.3	6793	7311	114500001	121200000	gneg	
11	q	24	7311	7658	121200001	130800000	gpos	100
11	q	25	7658	7980	130800001	135006516	gneg	
12	p	13.3	0	522	1	10100000	gneg	
12	p	13.2	522	665	10100001	12800000	gpos	75
12	p	13.1	665	760	12800001	14800000	gneg	
12	p	12.3	760	1092	14800001	20000000	gpos	100
12	p	12.2	1092	1160	20000001	21300000	gneg	
12	p	12.1	1160	1492	21300001	26500000	gpos	100
12	p	11.2	1492	1922	26500001	33300000	gneg	
12	p	11.1	1922	2105	33300001	35800000	acen	
12	q	11	2105	2202	35800001	38200000	acen	
12	q	12	2202	2697	38200001	46400000	gpos	100
12	q	13.1	2697	3204	46400001	54900000	gneg	
12	q	13.2	3204	3340	54900001	56600000	gpos	25
12	q	13.3	3340	3430	56600001	58100000	gneg	
12	q	14	3430	3942	58100001	67700000	gpos	100
12	q	15	3942	4286	67700001	71500000	gneg	
12	q	21.1	4286	4460	71500001	75700000	gpos	75
12	q	21.2	4460	4664	75700001	80300000	gneg	
12	q	21.3	4664	5293	80300001	92600000	gpos	100
12	q	22	5293	5716	92600001	96200000	gneg	
12	q	23	5716	6229	96200001	109000000	gpos	100
12	q	24.1	6229	6714	109000001	114300000	gneg	
12	q	24.2	6714	6917	114300001	120700000	gpos	100
12	q	24.31	7227	7351	120700001	125900000	gneg	
12	q	24.32	7351	7412	125900001	129300000	gpos	50
12	q	24.33	7412	7500	129300001	133851895	gneg	
13	p	13	0	301	1	4500000	gvar	
13	p	12	301	602	4500001	10000000	stalk	
13	p	11.2	602	1004	10000001	16300000	gvar	
13	p	11.1	1004	1204	16300001	17900000	acen	
13	q	11	1204	1351	17900001	19500000	acen	
13	q	12.1	1351	1735	19500001	27800000	gneg	
13	q	12.2	1735	1821	27800001	28900000	gpos	25
13	q	12.3	1821	2019	28900001	32200000	gneg	
13	q	13	2019	2295	32200001	40100000	gpos	100
13	q	14.1	2295	2690	40100001	47300000	gneg	
13	q	14.2	2690	2841	47300001	50900000	gpos	50
13	q	14.3	2841	3028	50900001	55300000	gneg	
13	q	21.1	3028	3294	55300001	59600000	gpos	100
13	q	21.2	3294	3444	59600001	62300000	gneg	
13	q	21.3	3444	4093	62300001	73300000	gpos	100
13	q	22	4093	4625	73300001	79000000	gneg	
13	q	31	4625	5280	79000001	95000000	gpos	100
13	q	32	5280	5742	95000001	101700000	gneg	
13	q	33	5742	6065	101700001	110300000	gpos	100
13	q	34	6065	6510	110300001	115169878	gneg	
14	p	13	0	305	1	3700000	gvar	
14	p	12	305	611	3700001	8100000	stalk	
14	p	11.2	611	1018	8100001	16100000	gvar	
14	p	11.1	1018	1222	16100001	17600000	acen	
14	q	11.1	1222	1421	17600001	19100000	acen	
14	q	11.2	1421	1808	19100001	24600000	gneg	
14	q	12	1808	2243	24600001	33300000	gpos	100
14	q	13	2243	2633	33300001	37800000	gneg	
14	q	21	2633	3441	37800001	50900000	gpos	100
14	q	22	3441	3894	50900001	58100000	gneg	
14	q	23	3894	4169	58100001	67900000	gpos	100
14	q	24.1	4169	4587	67900001	70200000	gneg	
14	q	24.2	4587	4786	70200001	73800000	gpos	50
14	q	24.3	4786	5084	73800001	79300000	gneg	
14	q	31	5084	5599	79300001	89800000	gpos	100
14	q	32.1	5599	5798	89800001	96300000	gneg	
14	q	32.2	5798	5881	96300001	101400000	gpos	50
14	q	32.3	5881	6300	101400001	107349540	gneg	
15	p	13	0	319	1	3900000	gvar	
15	p	12	319	637	3900001	8700000	stalk	
15	p	11.2	637	1062	8700001	15800000	gvar	
15	p	11.1	1062	1275	15800001	19000000	acen	
15	q	11.1	1275	1498	19000001	20700000	acen	
15	q	11.2	1498	1657	20700001	25700000	gneg	
15	q	12	1657	1862	25700001	28100000	gpos	50
15	q	13	1862	2043	28100001	33600000	gneg	
15	q	14	2043	2411	33600001	40100000	gpos	75
15	q	15	2411	2832	40100001	44800000	gneg	
15	q	21.1	2832	3121	44800001	49500000	gpos	75
15	q	21.2	3121	3312	49500001	52900000	gneg	
15	q	21.3	3312	3600	52900001	59100000	gpos	75
15	q	22.1	3600	3724	59100001	59300000	gneg	
15	q	22.2	3724	3820	59300001	63700000	gpos	25
15	q	22.3	3820	4203	63700001	67500000	gneg	
15	q	23	4203	4471	67500001	72700000	gpos	25
15	q	24	4471	5002	72700001	78300000	gneg	
15	q	25	5002	5381	78300001	89100000	gpos	100
15	q	26.1	5381	5650	89100001	94300000	gneg	
15	q	26.2	5650	5861	94300001	98500000	gpos	50
15	q	26.3	5861	6070	98500001	102531392	gneg	
16	p	13.3	0	410	1	7900000	gneg	
16	p	13.2	410	638	7900001	10500000	gpos	50
16	p	13.1	638	1012	10500001	16800000	gneg	
16	p	12	1012	1522	16800001	28100000	gpos	100
16	p	11.2	1522	2060	28100001	34600000	gneg	
16	p	11.1	2060	2187	34600001	36600000	acen	
16	q	11.1	2187	2310	36600001	38600000	acen	
16	q	11.2	2310	2811	38600001	47000000	gvar	
16	q	12.1	2811	2969	47000001	52600000	gneg	
16	q	12.2	2969	3118	52600001	56700000	gpos	50
16	q	13	3118	3364	56700001	57400000	gneg	
16	q	21	3364	3750	57400001	66700000	gpos	100
16	q	22	3750	4189	66700001	74100000	gneg	
16	q	23	4189	4655	74100001	84200000	gpos	100
16	q	24	4655	5120	84200001	90354753	gneg	
17	p	13	0	602	1	10700000	gneg	
17	p	12	602	1051	10700001	16000000	gpos	75
17	p	11.2	1051	1492	16000001	22200000	gneg	
17	p	11.1	1492	1618	22200001	24000000	acen	
17	q	11.1	1618	1762	24000001	25800000	acen	
17	q	11.2	1762	2050	25800001	31800000	gneg	
17	q	12	2050	2383	31800001	38100000	gpos	50
17	q	21.1	2383	2554	38100001	38400000	gneg	
17	q	21.2	2554	2669	38400001	40900000	gpos	25
17	q	21.3	2669	3149	40900001	50200000	gneg	
17	q	22	3149	3680	50200001	57600000	gpos	75
17	q	23	3680	3950	57600001	62600000	gneg	
17	q	24	3950	4441	62600001	70900000	gpos	100
17	q	25	4441	4950	70900001	81195210	gneg	
18	p	11.32	0	77	1	2900000	gneg	
18	p	11.31	77	208	2900001	7100000	gpos	50
18	p	11.2	623	1190	7100001	15400000	gneg	
18	p	11.1	1190	1301	15400001	17200000	acen	
18	q	11.1	1301	1433	17200001	19000000	acen	
18	q	11.2	1433	1862	19000001	25000000	gneg	
18	q	12.1	1862	2223	25000001	32700000	gpos	100
18	q	12.2	2223	2419	32700001	37200000	gneg	
18	q	12.3	2419	2721	37200001	43500000	gpos	75
18	q	21.1	2721	3010	43500001	48200000	gneg	
18	q	21.2	3010	3183	48200001	53800000	gpos	75
18	q	21.3	3183	3449	53800001	61600000	gneg	
18	q	22	3449	4229	61600001	73100000	gpos	100
18	q	23	4229	4650	73100001	78077248	gneg	
19	p	13.3	0	668	1	6900000	gneg	
19	p	13.2	668	1069	6900001	13900000	gpos	25
19	p	13.1	1069	1461	13900001	20000000	gneg	
19	p	12	1461	1746	20000001	24400000	gvar	
19	p	11	1746	1880	24400001	26500000	acen	
19	q	11	1880	2019	26500001	28600000	acen	
19	q	12	2019	2342	28600001	32400000	gvar	
19	q	13.1	2342	2943	32400001	38700000	gneg	
19	q	13.2	2943	3344	38700001	43400000	gpos	100
19	q	13.3	3344	3710	43400001	51400000	gneg	
19	q	13.4	3710	4120	51400001	59128983	gpos	100
20	p	13	0	471	1	5100000	gneg	
20	p	12	471	1005	5100001	17900000	gpos	100
20	p	11.2	1005	1593	17900001	25600000	gneg	
20	p	11.1	1593	1729	25600001	27500000	acen	
20	q	11.1	1729	1870	27500001	29400000	acen	
20	q	11.2	1870	2362	29400001	37600000	gneg	
20	q	12	2362	2732	37600001	41700000	gpos	75
20	q	13.1	2732	3075	41700001	49800000	gneg	
20	q	13.2	3075	3409	49800001	55000000	gpos	75
20	q	13.3	3409	3770	55000001	63025520	gneg	
21	p	13	0	301	1	2800000	gvar	
21	p	12	301	601	2800001	6800000	stalk	
21	p	11.2	601	1002	6800001	10900000	gvar	
21	p	11.1	1002	1203	10900001	13200000	acen	
21	q	11.1	1203	1341	13200001	14300000	acen	
21	q	11.2	1341	1514	14300001	16400000	gneg	
21	q	21	1514	2204	16400001	31500000	gpos	100
21	q	22.1	2204	2631	31500001	39700000	gneg	
21	q	22.2	2631	2808	39700001	42600000	gpos	50
21	q	22.3	2808	3200	42600001	48129895	gneg	
22	p	13	0	308	1	3800000	gvar	
22	p	12	308	604	3800001	8300000	stalk	
22	p	11.2	604	1093	8300001	12200000	gvar	
22	p	11.1	1093	1232	12200001	14700000	acen	
22	q	11.1	1232	1371	14700001	17900000	acen	
22	q	11.2	1371	1887	17900001	25900000	gneg	
22	q	12.1	1887	2000	25900001	29600000	gpos	50
22	q	12.2	2000	2123	29600001	32200000	gneg	
22	q	12.3	2123	2287	32200001	37600000	gpos	50
22	q	13.1	2287	2596	37600001	41000000	gneg	
22	q	13.2	2596	2782	41000001	44200000	gpos	50
22	q	13.3	2782	3400	44200001	51304566	gneg	
X	p	22.3	0	428	1	9500000	gneg	
X	p	22.2	428	642	9500001	17100000	gpos	100
X	p	22.1	642	1131	17100001	24900000	gneg	
X	p	21.3	1131	1454	24900001	29300000	gpos	100
X	p	21.2	1454	1575	29300001	31500000	gneg	
X	p	21.1	1575	1977	31500001	37600000	gpos	100
X	p	11.4	1977	2252	37600001	42400000	gneg	
X	p	11.3	2252	2446	42400001	46400000	gpos	75
X	p	11.23	2729	2912	46400001	49800000	gneg	
X	p	11.22	2912	3014	49800001	54800000	gpos	25
X	p	11.21	3014	3057	54800001	58100000	gneg	
X	p	11.1	3108	3241	58100001	60600000	acen	
X	q	11	3241	3341	60600001	64600000	acen	
