#chromosome	arm	band	iscn_start	iscn_stop	bp_start	bp_stop	stain	density
7	q	E3	202	220	98353468	107117637	gpos	33
7	q	F1	220	234	107117638	113934214	gneg	
7	q	F2	234	243	113934215	118316299	gpos	33
7	q	F3	243	271	118316300	131949453	gneg	
7	q	F4	271	278	131949454	135357741	gpos	33
7	q	F5	278	287	135357742	139739827	gneg	
8	p	ter	0	1	0	1	gneg	
8	q	A1.1	1	34	2	15751809	gpos	100
8	q	A1.2	34	36	15751810	16678386	gneg	
8	q	A1.3	36	43	16678387	19921406	gpos	33
8	q	A2	43	63	19921407	29187176	gneg	
8	q	A3	63	72	29187177	33356773	gpos	33
8	q	A4	72	94	33356774	43549121	gneg	
8	q	B1.1	94	103	43549122	47718717	gpos	66
8	q	B1.2	103	107	47718718	49571871	gneg	
8	q	B1.3	107	119	49571872	55131334	gpos	66
8	q	B2	119	127	55131335	58837642	gneg	
8	q	B3.1	127	143	58837643	66250258	gpos	100
8	q	B3.2	143	145	66250259	67176835	gneg	
8	q	B3.3	145	159	67176836	73662874	gpos	100
8	q	C1	159	171	73662875	79222337	gneg	
8	q	C2	171	181	79222338	83855222	gpos	33
8	q	C3	181	192	83855223	88951396	gneg	
8	q	C4	192	195	88951397	90341261	gpos	33
8	q	C5	195	204	90341262	94510858	gneg	
8	q	D1	204	220	94510859	101923474	gpos	100
8	q	D2	220	222	101923475	102850051	gneg	
8	q	D3	222	236	102850052	109336091	gpos	33
8	q	E1	236	264	109336092	122308169	gneg	
8	q	E2	264	276	122308170	127867632	gpos	33
9	p	ter	0	1	0	1	gneg	
9	q	A1	1	31	2	14358981	gpos	100
9	q	A2	31	42	14358982	19454103	gneg	
9	q	A3	42	52	19454104	24086033	gpos	33
9	q	A4	52	82	24086034	37981821	gneg	
9	q	A5.1	82	95	37981822	44003329	gpos	66
9	q	A5.2	95	100	44003330	46319294	gneg	
9	q	A5.3	100	118	46319295	54656767	gpos	66
9	q	B	118	136	54656768	62994240	gneg	
9	q	C	136	150	62994241	69478941	gpos	33
9	q	D	150	167	69478942	77353221	gneg	
9	q	E1	167	178	77353222	82448344	gpos	33
9	q	E2	178	182	82448345	84301115	gneg	
9	q	E3.1	182	196	84301116	90785817	gpos	100
9	q	E3.2	196	197	90785818	91249009	gneg	
9	q	E3.3	197	217	91249010	100512868	gpos	100
9	q	E4	217	219	100512869	101439254	gpos	66
9	q	F1	219	233	101439255	107923955	gneg	
9	q	F2	233	239	107923956	110703113	gpos	33
9	q	F3	239	258	110703114	119503779	gneg	
9	q	F4	258	268	119503780	124135709	gpos	33
10	p	ter	0	1	0	1	gneg	
10	q	A1	1	26	2	12783341	gpos	100
10	q	A2	26	36	12783342	17700010	gneg	
10	q	A3	36	48	17700011	23600014	gpos	33
10	q	A4	48	68	23600015	33433353	gneg	
10	q	B1	68	84	33433354	41300024	gpos	100
10	q	B2	84	98	41300025	48183362	gneg	
10	q	B3	98	114	48183363	56050033	gpos	100
10	q	B4	114	130	56050034	63916705	gneg	
10	q	B5.1	130	138	63916706	67850040	gpos	100
10	q	B5.2	138	139	67850041	68341707	gneg	
10	q	B5.3	139	152	68341708	74733378	gpos	100
10	q	C1	152	181	74733379	88991720	gneg	
10	q	C2	181	195	88991721	95875057	gpos	33
10	q	C3	195	201	95875058	98825059	gneg	
10	q	D1	201	227	98825060	111608400	gpos	100
10	q	D2	227	253	111608401	124391741	gneg	
10	q	D3	253	265	124391742	130291745	gpos	33
11	p	ter	0	1	0	1	gneg	
11	q	A1	1	28	2	13017182	gpos	100
11	q	A2	28	37	13017183	17201276	gneg	
11	q	A3.1	37	47	17201277	21850270	gpos	100
11	q	A3.2	47	55	21850271	25569465	gneg	
11	q	A3.3	55	65	25569466	30218459	gpos	100
11	q	A4	65	78	30218460	36262151	gneg	
11	q	A5	78	93	36262152	43235641	gpos	100
11	q	B1.1	93	103	43235642	47884635	gneg	
11	q	B1.2	103	107	47884636	49744233	gpos	33
11	q	B1.3	107	129	49744234	59972019	gneg	
11	q	B2	129	135	59972020	62761415	gpos	33
11	q	B3	135	152	62761416	70664704	gneg	
11	q	B4	152	159	70664705	73919000	gpos	33
11	q	B5	159	176	73919001	81822289	gneg	
11	q	C	176	194	81822290	90190478	gpos	100
11	q	D	194	220	90190479	102277862	gneg	
11	q	E1	220	237	102277863	110181151	gpos	66
11	q	E2	237	262	110181152	121803636	gneg	
12	p	ter	0	1	0	1	gneg	
12	q	A1.1	1	40	2	16965319	gpos	100
12	q	A1.2	40	48	16965320	20358382	gneg	
12	q	A1.3	48	59	20358383	25023845	gpos	66
12	q	A2	59	72	25023846	30537574	gneg	
12	q	A3	72	89	30537575	37747835	gpos	33
12	q	B1	89	100	37747836	42413297	gneg	
12	q	B2	100	102	42413298	43261563	gpos	33
12	q	B3	102	118	43261564	50047691	gneg	
12	q	C1	118	150	50047692	63619946	gpos	100
12	q	C2	150	162	63619947	68709542	gneg	
12	q	C3	162	184	68709543	78040467	gpos	100
12	q	D1	184	194	78040468	82281797	gneg	
12	q	D2	194	201	82281798	85250728	gpos	33
12	q	D3	201	217	85250729	92036856	gneg	
12	q	E	217	241	92036857	102216047	gpos	100
12	q	F1	241	260	102216048	110274574	gneg	
12	q	F2	260	273	110274575	115788303	gpos	66
13	p	ter	0	1	0	1	gneg	
13	q	A1	1	33	2	15510967	gpos	100
13	q	A2	33	43	15510968	20211260	gneg	
13	q	A3.1	43	60	20211261	28201758	gpos	66
13	q	A3.2	60	67	28201759	31491964	gneg	
13	q	A3.3	67	84	31491965	39482462	gpos	33
13	q	A4	84	90	39482463	42302638	gneg	
13	q	A5	90	107	42302639	50293136	gpos	33
13	q	B1	107	120	50293137	56403517	gneg	
13	q	B2	120	125	56403518	58753664	gpos	33
13	q	B3	125	141	58753665	66274133	gneg	
13	q	C1	141	159	66274134	74734661	gpos	33
13	q	C2	159	164	74734662	77084807	gneg	
13	q	C3	164	192	77084808	90245628	gpos	100
13	q	D1	192	216	90245629	101526332	gneg	
13	q	D2.1	216	224	101526333	105286566	gpos	33
13	q	D2.2	224	236	105286567	110926918	gneg	
13	q	D2.3	236	244	110926919	114687153	gpos	33
14	p	ter	0	1	0	1	gneg	
14	q	A1	1	30	2	14267479	gpos	100
14	q	A2	30	39	14267480	18547722	gneg	
14	q	A3	39	60	18547723	28534958	gpos	33
14	q	B	60	87	28534959	41375689	gneg	
14	q	C1	87	104	41375690	49460594	gpos	100
14	q	C2	104	110	49460595	52314090	gneg	
14	q	C3	110	120	52314091	57069916	gpos	66
14	q	D1	120	138	57069917	65630404	gneg	
14	q	D2	138	146	65630405	69435065	gpos	33
14	q	D3	146	170	69435066	80849048	gneg	
14	q	E1	170	178	80849049	84653709	gpos	66
14	q	E2.1	178	198	84653710	94165362	gpos	100
14	q	E2.2	198	200	94165363	95116528	gneg	
14	q	E2.3	200	215	95116529	102250267	gpos	100
14	q	E3	215	222	102250268	105579346	gneg	
14	q	E4	222	242	105579347	115090998	gpos	100
14	q	E5	242	250	115090999	118895660	gneg	
15	p	ter	0	1	0	1	gneg	
15	q	A1	1	36	2	16436204	gpos	100
15	q	A2	36	53	16436205	24197745	gneg	
15	q	B1	53	65	24197746	29676480	gpos	33
15	q	B2	65	70	29676481	31959286	gneg	
15	q	B3.1	70	94	31959287	42916756	gpos	100
15	q	B3.2	94	98	42916757	44743001	gneg	
15	q	B3.3	98	109	44743002	49765175	gpos	66
15	q	C	109	117	49765176	53417665	gneg	
15	q	D1	117	145	53417666	66201380	gpos	100
15	q	D2	145	150	66201381	68484186	gneg	
15	q	D3	150	169	68484187	77158849	gpos	66
15	q	E1	169	183	77158850	83550707	gneg	
15	q	E2	183	190	83550708	86746636	gpos	33
15	q	E3	190	209	86746637	95421299	gneg	
15	q	F1	209	221	95421300	100900034	gpos	66
15	q	F2	221	223	100900035	101813157	gneg	
15	q	F3	223	227	101813158	103639402	gpos	33
16	p	ter	0	1	0	1	gneg	
16	q	A1	1	33	2	15307059	gpos	100
16	q	A2	33	35	15307060	16234759	gneg	
16	q	A3	35	44	16234760	20409412	gpos	33
16	q	B1	44	56	20409413	25975615	gneg	
16	q	B2	56	69	25975616	32005669	gpos	33
16	q	B3	69	82	32005670	38035722	gneg	
16	q	B4	82	96	38035723	44529626	gpos	33
16	q	B5	96	115	44529627	53342781	gneg	
16	q	C1.1	115	124	53342782	57517434	gpos	66
16	q	C1.2	124	126	57517435	58445134	gneg	
16	q	C1.3	126	143	58445135	66330589	gpos	66
16	q	C2	143	151	66330590	70041391	gneg	
16	q	C3.1	151	169	70041392	78390696	gpos	100
16	q	C3.2	169	170	78390697	78854546	gneg	
16	q	C3.3	170	196	78854547	90914654	gpos	100
16	q	C4	196	210	90914655	97408558	gneg	
17	p	ter	0	1	0	1	gneg	
17	q	A1	1	32	2	13631950	gpos	100
17	q	A2	32	37	13631951	15761942	gneg	
17	q	A3.1	37	40	15761943	17039937	gpos	33
17	q	A3.2	40	50	17039938	21299922	gneg	
17	q	A3.3	50	72	21299923	30671887	gpos	66
17	q	B1	72	92	30671888	39191856	gneg	
17	q	B2	92	95	39191857	40469851	gpos	33
17	q	B3	95	105	40469852	44729836	gneg	
17	q	C	105	128	44729837	54527800	gpos	66
17	q	D	128	138	54527801	58787784	gneg	
17	q	E1.1	138	156	58787785	66455756	gpos	100
17	q	E1.2	156	158	66455757	67307753	gneg	
17	q	E1.3	158	168	67307754	71567737	gpos	100
17	q	E2	168	180	71567738	76679719	gneg	
17	q	E3	180	190	76679720	80939703	gpos	33
17	q	E4	190	204	80939704	86903681	gneg	
17	q	E5	204	218	86903682	92867660	gpos	33
18	p	ter	0	1	0	1	gneg	
18	q	A1	1	46	2	19321796	gpos	100
18	q	A2	46	70	19321797	29402733	gneg	
18	q	B1	70	84	29402734	35283280	gpos	66
18	q	B2	84	88	35283281	36963436	gneg	
18	q	B3	88	108	36963437	45364217	gpos	100
18	q	C	108	118	45364218	49564608	gneg	
18	q	D1	118	128	49564609	53764998	gpos	100
18	q	D2	128	129	53764999	54185037	gneg	
18	q	D3	129	144	54185038	60485623	gpos	100
18	q	E1	144	161	60485624	67626287	gneg	
18	q	E2	161	178	67626288	74766951	gpos	33
18	q	E3	178	198	74766952	83167732	gneg	
18	q	E4	198	215	83167733	90308396	gpos	33
19	p	ter	0	1	0	1	gneg	
19	q	A	1	41	2	16461605	gpos	100
19	q	B	41	63	16461606	25294662	gneg	
19	q	C1	63	86	25294663	34529222	gpos	66
19	q	C2	86	94	34529223	37741242	gneg	
19	q	C3	94	117	37741243	46975802	gpos	66
19	q	D1	117	127	46975803	50990828	gneg	
19	q	D2	127	145	50990829	58217874	gpos	33
19	q	D3	145	151	58217875	60626890	gneg	
X	p	ter	0	1	0	1	gneg	
X	q	A1.1	1	32	2	15095237	gpos	100
X	q	A1.2	32	37	15095238	17453868	gneg	
X	q	A1.3	37	43	17453869	20284225	gpos	33
X	q	A2	43	57	20284226	26888391	gneg	
X	q	A3.1	57	68	26888392	32077379	gpos	66
X	q	A3.2	68	70	32077380	33020831	gneg	
X	q	A3.3	70	81	33020832	38209819	gpos	66
X	q	A4	81	97	38209820	45757438	gneg	
X	q	A5	97	114	45757439	53776783	gpos	66
X	q	A6	114	128	53776784	60380949	gneg	
X	q	A7.1	128	141	60380950	66513389	gpos	66
X	q	A7.2	141	144	66513390	67928568	gneg	
X	q	A7.3	144	157	67928569	74061008	gpos	66
X	q	B	157	167	74061009	78778269	gneg	
X	q	C1	167	185	78778270	87269340	gpos	100
X	q	C2	185	187	87269341	88212793	gneg	
X	q	C3	187	205	88212794	96703864	gpos	100
X	q	D	205	223	96703865	105194935	gneg	
X	q	E1	223	244	105194936	115101184	gpos	100
X	q	E2	244	246	115101185	116044637	gneg	
X	q	E3	246	274	116044638	129252969	gpos	100
X	q	F1	274	287	129252970	135385409	gneg	
X	q	F2	287	302	135385410	142461302	gpos	33
X	q	F3	302	317	142461303	149537194	gneg	
X	q	F4	317	332	149537195	156613087	gpos	33
X	q	F5	332	347	156613088	163688980	gneg	
Y	p	ter	0	1	0	1	gneg	
Y	q	A1	1	36	2	496737	gpos	100
Y	q	A2	36	57	496738	786500	gpos	66
Y	q	B	57	79	786501	1090061	gpos	33
Y	q	C1	79	95	1090062	1310833	gpos	100
Y	q	C2	95	108	1310834	1490211	gpos	33
Y	q	C3	108	126	1490212	1738579	gpos	100
Y	q	D	126	145	1738580	2000746	gpos	33
Y	q	E	145	160	2000747	2207720	gpos	66
