#chromosome	arm	band	iscn_start	iscn_stop	bp_start	bp_stop	stain	density
13	q	A5	90	107	43043802	51174297	gpos	33
13	q	B1	107	120	51174298	57391735	gneg	
13	q	B2	120	125	57391736	59783057	gpos	33
13	q	B3	125	141	59783058	67435288	gneg	
13	q	C1	141	159	67435289	76044048	gpos	33
13	q	C2	159	164	76044049	78435371	gneg	
13	q	C3	164	192	78435372	91826776	gpos	100
13	q	D1	192	216	91826777	103305123	gneg	
13	q	D2.1	216	224	103305124	107131238	gpos	33
13	q	D2.2	224	236	107131239	112870412	gneg	
13	q	D2.3	236	244	112870413	116696528	gpos	33
14	p	ter	0	1	0	1	gneg	
14	q	A1	1	30	2	14307220	gpos	100
14	q	A2	30	39	14307221	18599387	gneg	
14	q	A3	39	60	18599388	28614441	gpos	33
14	q	B	60	87	28614442	41490940	gneg	
14	q	C1	87	104	41490941	49598365	gpos	100
14	q	C2	104	110	49598366	52459809	gneg	
14	q	C3	110	120	52459810	57228883	gpos	66
14	q	D1	120	138	57228884	65813215	gneg	
14	q	D2	138	146	65813216	69628474	gpos	33
14	q	D3	146	170	69628475	81074251	gneg	
14	q	E1	170	178	81074252	84889510	gpos	66
14	q	E2.1	178	198	84889511	94427657	gpos	100
14	q	E2.2	198	200	94427658	95381472	gneg	
14	q	E2.3	200	215	95381473	102535082	gpos	100
14	q	E3	215	222	102535083	105873433	gneg	
14	q	E4	222	242	105873434	115411581	gpos	100
14	q	E5	242	250	115411582	119226840	gneg	
15	p	ter	0	1	0	1	gneg	
15	q	A1	1	36	2	16437470	gpos	100
15	q	A2	36	53	16437471	24199609	gneg	
15	q	B1	53	65	24199610	29678766	gpos	33
15	q	B2	65	70	29678767	31961748	gneg	
15	q	B3.1	70	94	31961749	42920062	gpos	100
15	q	B3.2	94	98	42920063	44746448	gneg	
15	q	B3.3	98	109	44746449	49769008	gpos	66
15	q	C	109	117	49769009	53421779	gneg	
15	q	D1	117	145	53421780	66206479	gpos	100
15	q	D2	145	150	66206480	68489461	gneg	
15	q	D3	150	169	68489462	77164793	gpos	66
15	q	E1	169	183	77164794	83557142	gneg	
15	q	E2	183	190	83557143	86753317	gpos	33
15	q	E3	190	209	86753318	95428649	gneg	
15	q	F1	209	221	95428650	100907806	gpos	66
15	q	F2	221	223	100907807	101820999	gneg	
15	q	F3	223	227	101821000	103647385	gpos	33
16	p	ter	0	1	0	1	gneg	
16	q	A1	1	33	2	15475588	gpos	100
16	q	A2	33	35	15475589	16413503	gneg	
16	q	A3	35	44	16413504	20634118	gpos	33
16	q	B1	44	56	20634119	26261605	gneg	
16	q	B2	56	69	26261606	32358049	gpos	33
16	q	B3	69	82	32358050	38454493	gneg	
16	q	B4	82	96	38454494	45019894	gpos	33
16	q	B5	96	115	45019895	53930081	gneg	
16	q	C1.1	115	124	53930082	58150696	gpos	66
16	q	C1.2	124	126	58150697	59088611	gneg	
16	q	C1.3	126	143	59088612	67060884	gpos	66
16	q	C2	143	151	67060885	70812542	gneg	
16	q	C3.1	151	169	70812543	79253772	gpos	100
16	q	C3.2	169	170	79253773	79722729	gneg	
16	q	C3.3	170	196	79722730	91915617	gpos	100
16	q	C4	196	210	91915618	98481019	gneg	
17	p	ter	0	1	0	1	gneg	
17	q	A1	1	32	2	13692025	gpos	100
17	q	A2	32	37	13692026	15831404	gneg	
17	q	A3.1	37	40	15831405	17115032	gpos	33
17	q	A3.2	40	50	17115033	21393790	gneg	
17	q	A3.3	50	72	21393791	30807057	gpos	66
17	q	B1	72	92	30807058	39364573	gneg	
17	q	B2	92	95	39364574	40648201	gpos	33
17	q	B3	95	105	40648202	44926959	gneg	
17	q	C	105	128	44926960	54768102	gpos	66
17	q	D	128	138	54768103	59046860	gneg	
17	q	E1.1	138	156	59046861	66748625	gpos	100
17	q	E1.2	156	158	66748626	67604376	gneg	
17	q	E1.3	158	168	67604377	71883134	gpos	100
17	q	E2	168	180	71883135	77017644	gneg	
17	q	E3	180	190	77017645	81296402	gpos	33
17	q	E4	190	204	81296403	87286663	gneg	
17	q	E5	204	218	87286664	93276925	gpos	33
18	p	ter	0	1	0	1	gneg	
18	q	A1	1	46	2	19452376	gpos	100
18	q	A2	46	70	19452377	29601441	gneg	
18	q	B1	70	84	29601442	35521730	gpos	66
18	q	B2	84	88	35521731	37213241	gneg	
18	q	B3	88	108	37213242	45670795	gpos	100
18	q	C	108	118	45670796	49899573	gneg	
18	q	D1	118	128	49899574	54128350	gpos	100
18	q	D2	128	129	54128351	54551228	gneg	
18	q	D3	129	144	54551229	60894394	gpos	100
18	q	E1	144	161	60894395	68083316	gneg	
18	q	E2	161	178	68083317	75272237	gpos	33
18	q	E3	178	198	75272238	83729792	gneg	
18	q	E4	198	215	83729793	90918714	gpos	33
19	p	ter	0	1	0	1	gneg	
19	q	A	1	41	2	16623601	gpos	100
19	q	B	41	63	16623602	25543583	gneg	
19	q	C1	63	86	25543584	34869018	gpos	66
19	q	C2	86	94	34869019	38112647	gneg	
19	q	C3	94	117	38112648	47438083	gpos	66
19	q	D1	117	127	47438084	51492620	gneg	
19	q	D2	127	145	51492621	58790786	gpos	33
19	q	D3	145	151	58790787	61223509	gneg	
X	p	ter	0	1	0	1	gneg	
X	q	A1.1	1	32	2	15207492	gpos	100
X	q	A1.2	32	37	15207493	17583663	gneg	
X	q	A1.3	37	43	17583664	20435068	gpos	33
X	q	A2	43	57	20435069	27088346	gneg	
X	q	A3.1	57	68	27088347	32315922	gpos	66
X	q	A3.2	68	70	32315923	33266390	gneg	
X	q	A3.3	70	81	33266391	38493966	gpos	66
X	q	A4	81	97	38493967	46097713	gneg	
X	q	A5	97	114	46097714	54176693	gpos	66
X	q	A6	114	128	54176694	60829971	gneg	
X	q	A7.1	128	141	60829972	67008015	gpos	66
X	q	A7.2	141	144	67008016	68433718	gneg	
X	q	A7.3	144	157	68433719	74611762	gpos	66
X	q	B	157	167	74611763	79364103	gneg	
X	q	C1	167	185	79364104	87918318	gpos	100
X	q	C2	185	187	87918319	88868787	gneg	
X	q	C3	187	205	88868788	97423001	gpos	100
X	q	D	205	223	97423002	105977216	gneg	
X	q	E1	223	244	105977217	115957133	gpos	100
X	q	E2	244	246	115957134	116907602	gneg	
X	q	E3	246	274	116907603	130214158	gpos	100
X	q	F1	274	287	130214159	136392202	gneg	
X	q	F2	287	302	136392203	143520714	gpos	33
X	q	F3	302	317	143520715	150649227	gneg	
X	q	F4	317	332	150649228	157777739	gpos	33
X	q	F5	332	347	157777740	164906252	gneg	
Y	p	ter	0	1	0	1	gneg	
Y	q	A1	1	36	2	3492776	gpos	100
Y	q	A2	36	57	3492777	5530230	gpos	66
Y	q	B	57	79	5530231	7664704	gpos	33
Y	q	C1	79	95	7664705	9217050	gpos	100
Y	q	C2	95	108	9217051	10478330	gpos	33
Y	q	C3	108	126	10478331	12224719	gpos	100
Y	q	D	126	145	12224720	14068129	gpos	33
Y	q	E	145	160	14068130	15523453	gpos	66
