#chrom	chromStart	chromEnd	name	gieStain
chrX	2245526	2266061	2F2	n/a
chrX	2266061	2271796	2F3	n/a
chrX	2271796	2292331	2F4	n/a
chrX	2292331	2321100	2F5	n/a
chrX	2321100	2328357	2F6	n/a
chrX	2328357	2354342	3A1	n/a
chrX	2354342	2426642	3A2	n/a
chrX	2426642	2490288	3A3	n/a
chrX	2490288	2555320	3A4	n/a
chrX	2555320	2566926	3A5	n/a
chrX	2566926	2606302	3A6	n/a
chrX	2606302	2621158	3A7	n/a
chrX	2621158	2644928	3A8	n/a
chrX	2644928	2658571	3A9	n/a
chrX	2658571	2666234	3A10	n/a
chrX	2666234	2687099	3B1	n/a
chrX	2687099	2710953	3B2	n/a
chrX	2710953	2734254	3B3	n/a
chrX	2734254	2753185	3B4	n/a
chrX	2753185	2777305	3B5	n/a
chrX	2777305	2804155	3B6	n/a
chrX	2804155	2845022	3C1	n/a
chrX	2845022	2907914	3C2	n/a
chrX	2907914	2970807	3C3	n/a
chrX	2970807	2976541	3C4	n/a
chrX	2976541	3039434	3C5	n/a
chrX	3039434	3102327	3C6	n/a
chrX	3102327	3143194	3C7	n/a
chrX	3143194	3153388	3C8	n/a
chrX	3153388	3176688	3C9	n/a
chrX	3176688	3255074	3C10	n/a
chrX	3255074	3289368	3C11	n/a
chrX	3289368	3312265	3C12	n/a
chrX	3312265	3354787	3D1	n/a
chrX	3354787	3407122	3D2	n/a
chrX	3407122	3459456	3D3	n/a
chrX	3459456	3511791	3D4	n/a
chrX	3511791	3554314	3D5	n/a
chrX	3554314	3596836	3D6	n/a
chrX	3596836	3614212	3D7	n/a
chrX	3614212	3666547	3E1	n/a
chrX	3666547	3675489	3E2	n/a
chrX	3675489	3677060	3E3	n/a
chrX	3677060	3691605	3E4	n/a
chrX	3691605	3712384	3E5	n/a
chrX	3712384	3733163	3E6	n/a
chrX	3733163	3751936	3E7	n/a
chrX	3751936	3765077	3E8	n/a
chrX	3765077	3795114	3F1	n/a
chrX	3795114	3834115	3F2	n/a
chrX	3834115	3865803	3F3	n/a
chrX	3865803	3899492	3F4	n/a
chrX	3899492	3902182	3F5	n/a
chrX	3902182	3914234	3F6	n/a
chrX	3914234	3940705	3F7	n/a
chrX	3940705	3943395	3F8	n/a
chrX	3943395	3955446	3F9	n/a
chrX	3955446	4003760	4A1	n/a
chrX	4003760	4052074	4A2	n/a
chrX	4052074	4069291	4A3	n/a
chrX	4069291	4086507	4A4	n/a
chrX	4086507	4112978	4A5	n/a
chrX	4112978	4115668	4A6	n/a
chrX	4115668	4148487	4B1	n/a
chrX	4148487	4186471	4B2	n/a
chrX	4186471	4234785	4B3	n/a
chrX	4234785	4288372	4B4	n/a
chrX	4288372	4300423	4B5	n/a
chrX	4300423	4333243	4B6	n/a
chrX	4333243	4366062	4C1	n/a
chrX	4366062	4398881	4C2	n/a
chrX	4398881	4447195	4C3	n/a
chrX	4447195	4500781	4C4	n/a
chrX	4500781	4517998	4C5	n/a
chrX	4517998	4530050	4C6	n/a
chrX	4530050	4562869	4C7	n/a
chrX	4562869	4595688	4C8	n/a
chrX	4595688	4612904	4C9	n/a
chrX	4612904	4645724	4C10	n/a
chrX	4645724	4668105	4C11	n/a
chrX	4668105	4685322	4C12	n/a
chrX	4685322	4697373	4C13	n/a
chrX	4697373	4709425	4C14	n/a
chrX	4709425	4736971	4C15	n/a
chrX	4736971	4749023	4C16	n/a
chrX	4749023	4802610	4D1	n/a
chrX	4802610	4861361	4D2	n/a
chrX	4861361	4878578	4D3	n/a
chrX	4878578	4895794	4D4	n/a
chrX	4895794	4918176	4D5	n/a
chrX	4918176	4930228	4D6	n/a
chrX	4930228	4964039	4D7	n/a
chrX	4964039	5027640	4E1	n/a
chrX	5027640	5091241	4E2	n/a
chrX	5091241	5107106	4E3	n/a
chrX	5107106	5157109	4F1	n/a
chrX	5157109	5213911	4F2	n/a
chrX	5213911	5270713	4F3	n/a
chrX	5270713	5313917	4F4	n/a
chrX	5313917	5348763	4F5	n/a
chrX	5348763	5352304	4F6	n/a
chrX	5352304	5368169	4F7	n/a
chrX	5368169	5384034	4F8	n/a
chrX	5384034	5420297	4F9	n/a
chrX	5420297	5438063	4F10	n/a
chrX	5438063	5458536	4F11	n/a
chrX	5458536	5460271	4F12	n/a
chrX	5460271	5468044	4F13	n/a
chrX	5468044	5475816	4F14	n/a
chrX	5475816	5500314	5A1	n/a
chrX	5500314	5524812	5A2	n/a
chrX	5524812	5539247	5A3	n/a
chrX	5539247	5557013	5A4	n/a
chrX	5557013	5581511	5A5	n/a
chrX	5581511	5602678	5A6	n/a
chrX	5602678	5613781	5A7	n/a
chrX	5613781	5634948	5A8	n/a
chrX	5634948	5659446	5A9	n/a
chrX	5659446	5670550	5A10	n/a
chrX	5670550	5678322	5A11	n/a
chrX	5678322	5689426	5A12	n/a
chrX	5689426	5694140	5A13	n/a
chrX	5694140	5697152	5A14	n/a
chrX	5697152	5714029	5B1	n/a
chrX	5714029	5727129	5B2	n/a
chrX	5727129	5738076	5B3	n/a
chrX	5738076	5739004	5B4	n/a
chrX	5739004	5743160	5B5	n/a
chrX	5743160	5754107	5B6	n/a
chrX	5754107	5755035	5B7	n/a
chrX	5755035	5765982	5B8	n/a
chrX	5765982	5765992	5B9	n/a
chrX	5765992	5766002	5B10	n/a
chrX	5766002	5766012	5C1	n/a
chrX	5766012	5832775	5C2	n/a
chrX	5832775	5848081	5C3	n/a
chrX	5848081	5856690	5C4	n/a
chrX	5856690	5878554	5C5	n/a
chrX	5878554	5900418	5C6	n/a
chrX	5900418	5922283	5C7	n/a
chrX	5922283	5930482	5C8	n/a
chrX	5930482	5935387	5C9	n/a
chrX	5935387	5955320	5C10	n/a
chrX	5955320	5997832	5D1	n/a
chrX	5997832	6044081	5D2	n/a
chrX	6044081	6078262	5D3	n/a
chrX	6078262	6097304	5D4	n/a
chrX	6097304	6137074	5D5	n/a
chrX	6137074	6181605	5D6	n/a
chrX	6181605	6192713	5D7	n/a
chrX	6192713	6198961	5D8	n/a
chrX	6198961	6247360	5E1	n/a
chrX	6247360	6249839	5E2	n/a
chrX	6249839	6265708	5E3	n/a
chrX	6265708	6281576	5E4	n/a
chrX	6281576	6291432	5E5	n/a
chrX	6291432	6298332	5E6	n/a
chrX	6298332	6305231	5E7	n/a
chrX	6305231	6315088	5E8	n/a
chrX	6315088	6330858	5F1	n/a
chrX	6330858	6351932	5F2	n/a
chrX	6351932	6361152	5F3	n/a
chrX	6361152	6374323	5F4	n/a
chrX	6374323	6391445	5F5	n/a
chrX	6391445	6400665	5F6	n/a
chrX	6400665	6441660	6A1	n/a
chrX	6441660	6482655	6A2	n/a
chrX	6482655	6499778	6A3	n/a
chrX	6499778	6516900	6A4	n/a
chrX	6516900	6537974	6B1	n/a
chrX	6537974	6559048	6B2	n/a
chrX	6559048	6576170	6B3	n/a
chrX	6576170	6585390	6B4	n/a
chrX	6585390	6614449	6C1	n/a
chrX	6614449	6647459	6C2	n/a
chrX	6647459	6660630	6C3	n/a
chrX	6660630	6676740	6C4	n/a
chrX	6676740	6683719	6C5	n/a
chrX	6683719	6692792	6C6	n/a
chrX	6692792	6703959	6C7	n/a
chrX	6703959	6708845	6C8	n/a
chrX	6708845	6726337	6C9	n/a
chrX	6726337	6745922	6C10	n/a
chrX	6745922	6750808	6C11	n/a
chrX	6750808	6766206	6C12	n/a
chrX	6766206	6779510	6C13	n/a
chrX	6779510	6788583	6D1	n/a
chrX	6788583	6804156	6D2	n/a
chrX	6804156	6825193	6D3	n/a
chrX	6825193	6843188	6D4	n/a
chrX	6843188	6844500	6D5	n/a
chrX	6844500	6850376	6D6	n/a
chrX	6850376	6861288	6D7	n/a
chrX	6861288	6863445	6D8	n/a
chrX	6863445	6868102	6E1	n/a
chrX	6868102	6935337	6E2	n/a
chrX	6935337	6959296	6E3	n/a
chrX	6959296	7033868	6E4	n/a
chrX	7033868	7033878	6E5	n/a
chrX	7033878	7033888	6E6	n/a
chrX	7033888	7033898	6E7	n/a
chrX	7033898	7069888	6F1	n/a
chrX	7069888	7071415	6F2	n/a
chrX	7071415	7078256	6F3	n/a
chrX	7078256	7085097	6F4	n/a
chrX	7085097	7114904	6F5	n/a
chrX	7114904	7116431	6F6	n/a
chrX	7116431	7123272	6F7	n/a
chrX	7123272	7130113	6F8	n/a
chrX	7130113	7136954	6F9	n/a
chrX	7136954	7143795	6F10	n/a
chrX	7143795	7150636	6F11	n/a
chrX	7150636	7172198	7A1	n/a
chrX	7172198	7193759	7A2	n/a
chrX	7193759	7203532	7A3	n/a
chrX	7203532	7239203	7A4	n/a
chrX	7239203	7250403	7A5	n/a
chrX	7250403	7258713	7A6	n/a
chrX	7258713	7270584	7A7	n/a
chrX	7270584	7286017	7A8	n/a
chrX	7286017	7337287	7B1	n/a
chrX	7337287	7483042	7B2	n/a
chrX	7483042	7557502	7B3	n/a
chrX	7557502	7631961	7B4	n/a
chrX	7631961	7665711	7B5	n/a
chrX	7665711	7719710	7B6	n/a
chrX	7719710	7763863	7B7	n/a
chrX	7763863	7801642	7B8	n/a
chrX	7801642	7892094	7C1	n/a
chrX	7892094	7914742	7C2	n/a
chrX	7914742	7926384	7C3	n/a
chrX	7926384	7933660	7C4	n/a
chrX	7933660	7933670	7C5	n/a
chrX	7933670	7934145	7C6	n/a
chrX	7934145	7934858	7C7	n/a
chrX	7934858	7937653	7C8	n/a
chrX	7937653	7947829	7C9	n/a
chrX	7947829	7970075	7D1	n/a
chrX	7970075	8029756	7D2	n/a
chrX	8029756	8044642	7D3	n/a
chrX	8044642	8053016	7D4	n/a
chrX	8053016	8087044	7D5	n/a
chrX	8087044	8126255	7D6	n/a
chrX	8126255	8126265	7D7	n/a
chrX	8126265	8126275	7D8	n/a
chrX	8126275	8126285	7D9	n/a
chrX	8126285	8126295	7D10	n/a
chrX	8126295	8126305	7D11	n/a
chrX	8126305	8133234	7D12	n/a
chrX	8133234	8135468	7D13	n/a
chrX	8135468	8139438	7D14	n/a
chrX	8139438	8146812	7D15	n/a
chrX	8146812	8157624	7D16	n/a
chrX	8157624	8178749	7D17	n/a
chrX	8178749	8205831	7D18	n/a
chrX	8205831	8205841	7D19	n/a
chrX	8205841	8215335	7D20	n/a
chrX	8215335	8224978	7D21	n/a
chrX	8224978	8246254	7D22	n/a
chrX	8246254	8294387	7E1	n/a
chrX	8294387	8345659	7E2	n/a
chrX	8345659	8363612	7E3	n/a
chrX	8363612	8369050	7E4	n/a
chrX	8369050	8387004	7E5	n/a
chrX	8387004	8409101	7E6	n/a
chrX	8409101	8426192	7E7	n/a
chrX	8426192	8428350	7E8	n/a
chrX	8428350	8453813	7E9	n/a
chrX	8453813	8455971	7E10	n/a
chrX	8455971	8465638	7E11	n/a
chrX	8465638	8516047	7F1	n/a
chrX	8516047	8518205	7F2	n/a
chrX	8518205	8544532	7F3	n/a
chrX	8544532	8570858	7F4	n/a
chrX	8570858	8576296	7F5	n/a
chrX	8576296	8581734	7F6	n/a
chrX	8581734	8599688	7F7	n/a
chrX	8599688	8617641	7F8	n/a
chrX	8617641	8627309	7F9	n/a
chrX	8627309	8649406	7F10	n/a
chrX	8649406	8684019	8A1	n/a
chrX	8684019	8718632	8A2	n/a
chrX	8718632	8728299	8A3	n/a
chrX	8728299	8746253	8A4	n/a
chrX	8746253	8768350	8A5	n/a
chrX	8768350	8802963	8B1	n/a
chrX	8802963	8833432	8B2	n/a
chrX	8833432	8855529	8B3	n/a
chrX	8855529	8877626	8B4	n/a
chrX	8877626	8891437	8B5	n/a
chrX	8891437	8901104	8B6	n/a
chrX	8901104	8919115	8B7	n/a
chrX	8919115	8933649	8B8	n/a
chrX	8933649	9003206	8C1	n/a
chrX	9003206	9006450	8C2	n/a
chrX	9006450	9033443	8C3	n/a
chrX	9033443	9084183	8C4	n/a
chrX	9084183	9084193	8C5	n/a
chrX	9084193	9084203	8C6	n/a
chrX	9084203	9087896	8C7	n/a
chrX	9087896	9095015	8C8	n/a
chrX	9095015	9116818	8C9	n/a
chrX	9116818	9118407	8C10	n/a
chrX	9118407	9125527	8C11	n/a
chrX	9125527	9132646	8C12	n/a
chrX	9132646	9145868	8C13	n/a
chrX	9145868	9163009	8C14	n/a
chrX	9163009	9176195	8C15	n/a
chrX	9176195	9185425	8C16	n/a
chrX	9185425	9194655	8C17	n/a
chrX	9194655	9223746	8D1	n/a
chrX	9223746	9248881	8D2	n/a
chrX	9248881	9262067	8D3	n/a
chrX	9262067	9279208	8D4	n/a
chrX	9279208	9296350	8D5	n/a
chrX	9296350	9317447	8D6	n/a
chrX	9317447	9326677	8D7	n/a
chrX	9326677	9347774	8D8	n/a
chrX	9347774	9364915	8D9	n/a
chrX	9364915	9385188	8D10	n/a
chrX	9385188	9387248	8D11	n/a
chrX	9387248	9412383	8D12	n/a
chrX	9412383	9445430	8E1	n/a
chrX	9445430	9478477	8E2	n/a
chrX	9478477	9495618	8E3	n/a
chrX	9495618	9512759	8E4	n/a
chrX	9512759	9521989	8E5	n/a
chrX	9521989	9531219	8E6	n/a
chrX	9531219	9559486	8E7	n/a
chrX	9559486	9561546	8E8	n/a
chrX	9561546	9566738	8E9	n/a
chrX	9566738	9591049	8E10	n/a
chrX	9591049	9591059	8E11	n/a
chrX	9591059	9600460	8E12	n/a
chrX	9600460	9614746	8F1	n/a
chrX	9614746	9629032	8F2	n/a
chrX	9629032	9635282	8F3	n/a
chrX	9635282	9644211	8F4	n/a
chrX	9644211	9653139	8F5	n/a
chrX	9653139	9664747	8F6	n/a
chrX	9664747	9676354	8F7	n/a
chrX	9676354	9682604	8F8	n/a
chrX	9682604	9688854	8F9	n/a
chrX	9688854	9709556	8F10	n/a
chrX	9709556	9786992	9A1	n/a
chrX	9786992	9871237	9A2	n/a
chrX	9871237	9976046	9A3	n/a
chrX	9976046	10046675	9A4	n/a
chrX	10046675	10055610	9A5	n/a
chrX	10055610	10119289	9B1	n/a
chrX	10119289	10189918	9B2	n/a
chrX	10189918	10205803	9B3	n/a
chrX	10205803	10235303	9B4	n/a
chrX	10235303	10278559	9B5	n/a
chrX	10278559	10321816	9B6	n/a
chrX	10321816	10351316	9B7	n/a
chrX	10351316	10351326	9B8	n/a
chrX	10351326	10351336	9B9	n/a
chrX	10351336	10351346	9B10	n/a
chrX	10351346	10366250	9B11	n/a
chrX	10366250	10377047	9B12	n/a
chrX	10377047	10381771	9B13	n/a
chrX	10381771	10400286	9B14	n/a
chrX	10400286	10401341	9B15	n/a
chrX	10401341	10424369	9C1	n/a
chrX	10424369	10447397	9C2	n/a
chrX	10447397	10454146	9C3	n/a
chrX	10454146	10460894	9C4	n/a
chrX	10460894	10463551	9C5	n/a
chrX	10463551	10466208	9C6	n/a
chrX	10466208	10479072	9D1	n/a
chrX	10479072	10534561	9D2	n/a
chrX	10534561	10598783	9D3	n/a
chrX	10598783	10645358	9D4	n/a
chrX	10645358	10744693	9E1	n/a
chrX	10744693	10754160	9E2	n/a
chrX	10754160	10756102	9E3	n/a
chrX	10756102	10762249	9E4	n/a
chrX	10762249	10763840	9E5	n/a
chrX	10763840	10765430	9E6	n/a
chrX	10765430	10770983	9E7	n/a
chrX	10770983	10775665	9E8	n/a
chrX	10775665	10779585	9E9	n/a
chrX	10779585	10781790	9E10	n/a
chrX	10781790	10794146	9F1	n/a
chrX	10794146	10816483	9F2	n/a
chrX	10816483	10820469	9F3	n/a
chrX	10820469	10839768	9F4	n/a
chrX	10839768	10870647	9F5	n/a
chrX	10870647	10872229	9F6	n/a
chrX	10872229	10885390	9F7	n/a
chrX	10885390	10907094	9F8	n/a
chrX	10907094	10908676	9F9	n/a
chrX	10908676	10921837	9F10	n/a
chrX	10921837	10928924	9F11	n/a
chrX	10928924	10948224	9F12	n/a
chrX	10948224	10976635	9F13	n/a
chrX	10976635	11002008	10A1	n/a
chrX	11002008	11033520	10A2	n/a
chrX	11033520	11065370	10A3	n/a
chrX	11065370	11112727	10A4	n/a
chrX	11112727	11115153	10A5	n/a
chrX	11115153	11139025	10A6	n/a
chrX	11139025	11141451	10A7	n/a
chrX	11141451	11165323	10A8	n/a
chrX	11165323	11167749	10A9	n/a
chrX	11167749	11187934	10A10	n/a
chrX	11187934	11198803	10A11	n/a
chrX	11198803	11261103	10B1	n/a
chrX	11261103	11323404	10B2	n/a
chrX	11323404	11353002	10B3	n/a
chrX	11353002	11358229	10B4	n/a
chrX	11358229	11366285	10B5	n/a
chrX	11366285	11374341	10B6	n/a
chrX	11374341	11382396	10B7	n/a
chrX	11382396	11403155	10B8	n/a
chrX	11403155	11404124	10B9	n/a
chrX	11404124	11419654	10B10	n/a
chrX	11419654	11435185	10B11	n/a
chrX	11435185	11439522	10B12	n/a
chrX	11439522	11453194	10B13	n/a
chrX	11453194	11466865	10B14	n/a
chrX	11466865	11485765	10B15	n/a
chrX	11485765	11486734	10B16	n/a
chrX	11486734	11489173	10B17	n/a
chrX	11489173	11504704	10C1	n/a
chrX	11504704	11522905	10C2	n/a
chrX	11522905	11536749	10C3	n/a
chrX	11536749	11548369	10C4	n/a
chrX	11548369	11559989	10C5	n/a
chrX	11559989	11571609	10C6	n/a
chrX	11571609	11584999	10C7	n/a
chrX	11584999	11586134	10C8	n/a
chrX	11586134	11597754	10C9	n/a
chrX	11597754	11607195	10C10	n/a
chrX	11607195	11623217	10D1	n/a
chrX	11623217	11657343	10D2	n/a
chrX	11657343	11664086	10D3	n/a
chrX	11664086	11686350	10D4	n/a
chrX	11686350	11706779	10D5	n/a
chrX	11706779	11715401	10D6	n/a
chrX	11715401	11720251	10D7	n/a
chrX	11720251	11728873	10D8	n/a
chrX	11728873	11756048	10E1	n/a
chrX	11756048	11781285	10E2	n/a
chrX	11781285	11805570	10E3	n/a
chrX	11805570	11807628	10E4	n/a
chrX	11807628	11812815	10E5	n/a
chrX	11812815	11829938	10E6	n/a
chrX	11829938	11855047	10F1	n/a
chrX	11855047	11878552	10F2	n/a
chrX	11878552	11883407	10F3	n/a
chrX	11883407	11909840	10F4	n/a
chrX	11909840	11911766	10F5	n/a
chrX	11911766	11920398	10F6	n/a
chrX	11920398	11932728	10F7	n/a
chrX	11932728	11945058	10F8	n/a
chrX	11945058	11953689	10F9	n/a
chrX	11953689	11969719	10F10	n/a
chrX	11969719	11982049	10F11	n/a
chrX	11982049	12027054	11A1	n/a
chrX	12027054	12062670	11A2	n/a
chrX	12062670	12101712	11A3	n/a
chrX	12101712	12140754	11A4	n/a
chrX	12140754	12170786	11A5	n/a
chrX	12170786	12228035	11A6	n/a
chrX	12228035	12294293	11A7	n/a
chrX	12294293	12360552	11A8	n/a
chrX	12360552	12426810	11A9	n/a
chrX	12426810	12447833	11A10	n/a
chrX	12447833	12486874	11A11	n/a
chrX	12486874	12525916	11A12	n/a
chrX	12525916	12583165	11B1	n/a
chrX	12583165	12605819	11B2	n/a
chrX	12605819	12614137	11B3	n/a
chrX	12614137	12622456	11B4	n/a
chrX	12622456	12630775	11B5	n/a
chrX	12630775	12639094	11B6	n/a
chrX	12639094	12657365	11B7	n/a
chrX	12657365	12659222	11B8	n/a
chrX	12659222	12678236	11B9	n/a
chrX	12678236	12703713	11B10	n/a
chrX	12703713	12705569	11B11	n/a
chrX	12705569	12710249	11B12	n/a
chrX	12710249	12722133	11B13	n/a
chrX	12722133	12751174	11B14	n/a
chrX	12751174	12753031	11B15	n/a
chrX	12753031	12772045	11B16	n/a
chrX	12772045	12772055	11B17	n/a
chrX	12772055	12772065	11B18	n/a
chrX	12772065	12772075	11B19	n/a
chrX	12772075	12778532	11C1	n/a
chrX	12778532	12811935	11C2	n/a
chrX	12811935	12824201	11C3	n/a
chrX	12824201	12836466	11C4	n/a
chrX	12836466	12911046	11D1	n/a
chrX	12911046	12913784	11D2	n/a
chrX	12913784	12941820	11D3	n/a
chrX	12941820	12954086	11D4	n/a
chrX	12954086	12982121	11D5	n/a
chrX	12982121	13010157	11D6	n/a
chrX	13010157	13022423	11D7	n/a
chrX	13022423	13055825	11D8	n/a
chrX	13055825	13073348	11D9	n/a
chrX	13073348	13101383	11D10	n/a
chrX	13101383	13113649	11D11	n/a
chrX	13113649	13172349	11E1	n/a
chrX	13172349	13175087	11E2	n/a
chrX	13175087	13217908	11E3	n/a
chrX	13217908	13220645	11E4	n/a
chrX	13220645	13227545	11E5	n/a
chrX	13227545	13250324	11E6	n/a
chrX	13250324	13257224	11E7	n/a
chrX	13257224	13285259	11E8	n/a
chrX	13285259	13312200	11E9	n/a
chrX	13312200	13314938	11E10	n/a
chrX	13314938	13336622	11E11	n/a
chrX	13336622	13339360	11E12	n/a
chrX	13339360	13346259	11E13	n/a
chrX	13346259	13399703	11F1	n/a
chrX	13399703	13399713	11F2	n/a
chrX	13399713	13401690	11F3	n/a
chrX	13401690	13413561	11F4	n/a
chrX	13413561	13421871	11F5	n/a
chrX	13421871	13437303	11F6	n/a
chrX	13437303	13452735	11F7	n/a
chrX	13452735	13461045	11F8	n/a
chrX	13461045	13497993	12A1	n/a
chrX	13497993	13531305	12A2	n/a
chrX	13531305	13535979	12A3	n/a
chrX	13535979	13572186	12A4	n/a
chrX	13572186	13574040	12A5	n/a
chrX	13574040	13589473	12A6	n/a
chrX	13589473	13604905	12A7	n/a
chrX	13604905	13623898	12A8	n/a
chrX	13623898	13646527	12A9	n/a
chrX	13646527	13646537	12A10	n/a
chrX	13646537	13655034	12B1	n/a
chrX	13655034	13691860	12B2	n/a
chrX	13691860	13703545	12B3	n/a
chrX	13703545	13754455	12B4	n/a
chrX	13754455	13754465	12B5	n/a
chrX	13754465	13754475	12B6	n/a
chrX	13754475	13754485	12B7	n/a
chrX	13754485	13754495	12B8	n/a
chrX	13754495	13755214	12B9	n/a
chrX	13755214	13757665	12B10	n/a
chrX	13757665	13767270	12C1	n/a
chrX	13767270	13772900	12C2	n/a
chrX	13772900	13775658	12C3	n/a
chrX	13775658	13784766	12C4	n/a
chrX	13784766	13819476	12C5	n/a
chrX	13819476	13841244	12C6	n/a
chrX	13841244	13898579	12C7	n/a
chrX	13898579	13903438	12C8	n/a
chrX	13903438	13990703	12D1	n/a
chrX	13990703	14044898	12D2	n/a
chrX	14044898	14058416	12D3	n/a
chrX	14058416	14071935	12D4	n/a
chrX	14071935	14080987	12D5	n/a
chrX	14080987	14129388	12E1	n/a
chrX	14129388	14189497	12E2	n/a
chrX	14189497	14203016	12E3	n/a
chrX	14203016	14216534	12E4	n/a
chrX	14216534	14251134	12E5	n/a
chrX	14251134	14271299	12E6	n/a
chrX	14271299	14291463	12E7	n/a
chrX	14291463	14372300	12E8	n/a
chrX	14372300	14453138	12E9	n/a
chrX	14453138	14490586	12E10	n/a
chrX	14490586	14510750	12E11	n/a
chrX	14510750	14650641	12F1	n/a
chrX	14650641	14718166	12F2	n/a
chrX	14718166	14755933	12F3	n/a
chrX	14755933	14826072	12F4	n/a
chrX	14826072	14848816	12F5	n/a
chrX	14848816	14870467	12F6	n/a
